node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,timing_entropy,latency_cv,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,findnode_ratio,enr_message_ratio,latency_spike_ratio,energy_variance,peer_overlap_ratio,degree_centrality,is_sybil
Node046_Sybil00,0,5,4,0.00043,0.4,0.6,0.0,1.9219,1.3788,1.2029,5,69.83,1387.6,49.15,1.0,0.0,0.0,0.0,124.5154,1.0,202,True
Node011_Sybil00,0,5,3,0.00151,0.4,0.2,0.4,1.5219,1.5567,0.1701,5,29.77,1066.2,43.61,1.0,0.4,0.4,0.0,65.0833,1.0,191,True
Node023,5,0,5,0.0,0.2,0.0,0.6,2.3219,1.1488,0.2422,5,227.39,1271.4,82.01,1.0,0.4,0.0,0.4,120.2118,1.0,189,False
Node023,5,0,4,0.0,0.4,0.0,0.6,1.9219,1.1488,0.3074,4,226.02,935.2,80.06,1.0,0.4,0.0,0.6,137.8887,0.8,189,False
Node048,3,2,4,0.02715,0.4,0.4,0.0,1.9219,1.3788,0.6778,5,103.0,689.4,66.83,1.0,0.0,0.0,0.0,230.3826,1.0,189,False
Node013,2,3,4,0.00086,0.4,0.4,0.2,1.9219,1.5567,0.7155,5,140.55,1279.0,71.53,1.0,0.2,0.0,0.2,720.0764,1.0,194,False
Node008,1,4,4,0.02401,0.4,0.2,0.0,1.9219,1.3788,1.2174,5,76.38,835.8,58.82,1.0,0.0,0.2,0.2,143.8046,1.0,184,False
Node003,0,5,4,3e-05,0.4,0.6,0.0,1.9219,1.3788,0.5297,5,24.53,1173.6,47.03,1.0,0.0,0.2,0.0,53.8596,1.0,189,False
Node028,1,4,4,0.00082,0.4,0.0,0.2,1.9219,1.5567,0.44,4,231.83,990.6,81.19,1.0,0.2,0.0,0.8,234.5007,0.8,201,False
Node001_Sybil00,4,1,3,0.0,0.4,0.4,0.0,1.5219,1.1488,0.604,5,23.76,984.2,47.02,1.0,0.0,0.0,0.0,121.4277,1.0,200,True
Node034_Sybil01,3,2,3,0.00173,0.6,0.0,0.0,1.371,1.3788,0.633,5,19.49,1097.2,46.91,1.0,0.0,0.0,0.0,132.2569,1.0,186,True
Node034_Sybil01,0,5,3,0.00109,0.6,0.8,0.0,1.371,1.5567,1.0766,5,82.4,984.6,50.72,1.0,0.0,0.2,0.2,265.0086,1.0,186,True
Node018,0,5,5,0.00122,0.2,0.4,0.2,2.3219,1.3788,1.1833,5,82.68,1352.8,51.92,1.0,0.2,0.0,0.2,430.526,1.0,191,False
Node024_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,1.1488,0.3698,5,24.53,1636.4,61.19,1.0,0.0,0.0,0.0,51.9717,1.0,197,True
Node031_Sybil00,2,3,4,0.02454,0.4,0.6,0.0,1.9219,1.3788,1.2688,5,62.8,1370.8,62.13,1.0,0.0,0.0,0.0,366.9419,1.0,185,True
Node041_Sybil00,2,3,5,0.02854,0.2,0.2,0.4,2.3219,1.3788,1.0412,5,92.4,1072.2,72.25,1.0,0.0,0.2,0.0,117.1767,1.0,183,True
Node013,5,0,5,0.0,0.2,0.4,0.4,2.3219,1.1488,0.2385,5,167.65,1200.4,77.36,1.0,0.2,0.0,0.0,48.1815,1.0,194,False
Node008,0,5,5,0.02278,0.2,0.4,0.0,2.3219,1.3788,0.8626,5,71.24,1119.2,56.98,1.0,0.0,0.0,0.0,459.1655,1.0,184,False
Node033,0,5,3,0.00043,0.6,0.8,0.0,1.371,1.3788,1.028,5,99.58,1376.2,60.38,1.0,0.0,0.0,0.2,165.4368,1.0,196,False
Node036_Sybil00,1,4,4,0.0008,0.4,0.4,0.2,1.9219,1.4488,0.9321,5,67.21,616.0,53.46,1.0,0.2,0.0,0.0,315.5401,1.0,192,True
Node016_Sybil00,3,2,4,0.0,0.4,0.4,0.4,1.9219,1.1488,1.1756,5,78.96,1556.2,55.56,1.0,0.4,0.2,0.2,122.8849,1.0,195,True
Node033,0,5,4,0.00112,0.4,0.2,0.4,1.9219,1.5567,0.9767,5,120.45,1067.2,66.45,1.0,0.4,0.0,0.2,363.3643,1.0,196,False
Node028,0,5,4,0.00067,0.4,0.4,0.2,1.9219,1.5567,0.3372,4,30.89,1414.4,52.42,1.0,0.2,0.4,0.0,90.3097,0.8,201,False
Node049_Sybil01,5,0,3,0.0,0.4,0.2,0.0,1.5219,1.1488,0.4979,4,18.18,1264.4,57.63,1.0,0.0,0.0,0.0,129.8109,0.8,188,True
Node049_Sybil01,0,5,2,0.00071,0.6,0.6,0.0,0.971,1.5567,0.4563,5,28.03,970.4,59.84,1.0,0.0,0.0,0.0,57.2445,1.0,188,True
Node031_Sybil00,0,5,4,0.02825,0.4,0.0,0.0,1.9219,1.3788,0.9759,5,116.92,1409.2,58.03,1.0,0.0,0.2,0.2,391.0562,1.0,185,True
Node041_Sybil00,1,4,4,0.00048,0.4,0.6,0.2,1.9219,1.4488,0.8911,5,63.79,1284.0,55.92,1.0,0.2,0.2,0.0,166.6276,1.0,183,True
Node049_Sybil01,2,3,4,0.00214,0.4,0.4,0.2,1.9219,1.4488,0.3091,5,28.81,954.2,47.15,1.0,0.2,0.0,0.0,91.9101,1.0,188,True
Node043,5,0,4,0.0,0.4,0.6,0.4,1.9219,1.1488,0.2813,5,223.56,1037.6,72.81,1.0,0.2,0.0,0.4,138.3868,1.0,179,False
Node011_Sybil00,0,5,3,0.02243,0.6,0.6,0.2,1.371,1.3788,0.6357,5,22.99,1037.0,52.83,1.0,0.0,0.0,0.0,103.9762,1.0,191,True
Node003,5,0,5,0.0,0.2,0.2,0.2,2.3219,1.1488,0.1756,5,182.56,1057.4,88.14,1.0,0.0,0.2,0.0,38.0146,1.0,189,False
Node033,0,5,3,0.0234,0.4,0.4,0.0,1.5219,1.3788,0.5701,5,22.01,1076.6,52.57,1.0,0.0,0.4,0.0,50.3273,1.0,196,False
Node026_Sybil00,1,4,4,0.00123,0.4,0.0,0.2,1.9219,1.3788,1.1416,5,86.09,1194.6,68.77,1.0,0.2,0.4,0.2,218.7659,1.0,199,True
Node024_Sybil01,0,5,4,0.0005,0.4,0.2,0.0,1.9219,1.5567,1.2821,5,53.34,1272.6,61.47,1.0,0.0,0.4,0.0,187.8543,1.0,197,True
Node046_Sybil00,0,5,3,0.0013,0.4,0.4,0.0,1.5219,1.3788,0.6862,5,62.19,1062.2,56.41,1.0,0.0,0.2,0.0,291.5467,1.0,202,True
Node019_Sybil01,5,0,3,0.0,0.4,0.4,0.0,1.5219,1.1488,0.5163,5,26.52,1421.6,46.12,1.0,0.0,0.0,0.0,189.7091,1.0,189,True
Node048,3,2,5,0.0005,0.2,0.4,0.0,2.3219,1.4488,0.6582,5,112.08,879.2,60.69,1.0,0.0,0.4,0.0,548.2092,1.0,189,False
Node048,0,5,4,0.0,0.4,0.2,0.2,1.9219,1.1488,1.0419,5,93.06,1301.8,62.08,1.0,0.0,0.4,0.0,632.7402,1.0,189,False
Node034_Sybil01,1,4,5,0.00192,0.2,0.0,0.2,2.3219,1.3788,0.7655,5,61.47,1369.0,60.53,1.0,0.2,0.2,0.0,119.3532,1.0,186,True
Node023,5,0,4,0.0,0.4,0.0,0.2,1.9219,1.1488,0.2182,5,227.56,1004.8,76.76,1.0,0.0,0.0,0.6,131.851,1.0,189,False
Node043,0,5,4,0.00043,0.4,0.2,0.6,1.9219,1.3788,0.1964,3,33.35,839.2,46.3,1.0,0.4,0.0,0.0,97.9826,0.6,179,False
Node038,0,5,4,0.02608,0.4,0.0,0.2,1.9219,1.3788,0.335,5,33.15,1013.8,46.18,1.0,0.0,0.4,0.0,97.3973,1.0,193,False
Node028,0,5,5,0.02661,0.2,0.2,0.2,2.3219,1.3788,0.944,5,80.65,980.6,61.14,1.0,0.2,0.2,0.0,184.6592,1.0,201,False
Node016_Sybil00,2,3,3,0.00083,0.6,0.2,0.6,1.371,1.5567,0.4111,5,21.62,763.6,50.73,1.0,0.6,0.0,0.0,85.9359,1.0,195,True
Node001_Sybil00,0,5,3,0.00108,0.4,0.0,0.6,1.5219,1.5567,0.8896,5,90.95,1044.8,54.58,1.0,0.2,0.0,0.0,324.9934,1.0,200,True
Node016_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,1.1488,0.4309,5,31.49,644.8,56.98,1.0,0.4,0.4,0.0,157.52,1.0,195,True
Node036_Sybil00,0,5,5,0.00166,0.2,0.4,0.0,2.3219,1.5567,1.1017,5,86.21,1335.4,64.5,1.0,0.0,0.4,0.2,373.9814,1.0,192,True
Node003,2,3,5,0.02267,0.2,0.2,0.2,2.3219,1.3788,0.4746,5,152.51,941.6,70.94,1.0,0.2,0.2,0.0,515.2352,1.0,189,False
Node043,5,0,5,0.0,0.2,0.0,0.2,2.3219,1.1488,0.311,4,235.97,1223.4,85.68,1.0,0.0,0.0,0.6,179.3273,0.8,179,False
Node048,5,0,4,0.0,0.4,0.2,0.2,1.9219,1.1488,0.324,5,161.44,1477.6,82.57,1.0,0.2,0.4,0.2,37.6721,1.0,189,False
Node003,5,0,4,0.0,0.4,0.0,0.6,1.9219,1.1488,0.2943,5,233.52,1135.4,86.57,1.0,0.2,0.0,0.6,99.5255,1.0,189,False
Node041_Sybil00,1,4,3,0.00294,0.4,0.0,0.0,1.5219,1.3788,0.4904,5,27.31,863.0,48.14,1.0,0.0,0.0,0.0,193.7999,1.0,183,True
Node048,5,0,4,0.0,0.4,0.6,0.0,1.9219,1.1488,0.1559,5,253.04,1265.6,71.83,1.0,0.0,0.2,0.6,23.9515,1.0,189,False
Node029_Sybil01,3,2,3,0.00087,0.4,0.6,0.0,1.5219,1.3788,0.5792,5,29.34,1099.4,53.24,1.0,0.0,0.0,0.0,89.3544,1.0,190,True
Node028,5,0,4,0.00043,0.4,0.0,0.6,1.9219,1.3788,0.1776,5,209.7,962.0,84.8,1.0,0.6,0.0,0.2,141.3471,1.0,201,False
Node003,5,0,5,0.0,0.2,0.4,0.0,2.3219,1.1488,0.2669,5,189.59,1371.6,77.38,1.0,0.0,0.0,0.0,24.4737,1.0,189,False
Node023,5,0,5,0.0,0.2,0.6,0.2,2.3219,1.1488,0.1082,3,177.58,813.4,76.18,1.0,0.2,0.0,0.0,202.9404,0.6,189,False
Node023,5,0,4,0.0,0.4,0.0,0.4,1.9219,1.1488,0.2498,5,236.66,1289.0,74.7,1.0,0.4,0.4,0.6,109.5649,1.0,189,False
Node046_Sybil00,0,5,3,0.00071,0.6,0.8,0.2,1.371,1.5567,0.8395,5,100.25,1172.4,54.26,1.0,0.0,0.0,0.0,205.0574,1.0,202,True
Node001_Sybil00,3,2,2,0.0268,0.6,0.4,0.0,0.971,1.3788,0.4127,5,20.58,834.8,49.82,1.0,0.0,0.0,0.0,142.2883,1.0,200,True
Node011_Sybil00,5,0,3,0.00065,0.6,0.2,0.0,1.371,1.3788,0.293,5,24.72,837.8,37.42,1.0,0.0,0.0,0.0,55.1382,1.0,191,True
Node001_Sybil00,0,5,3,0.0013,0.6,0.6,0.0,1.371,1.4488,1.0234,4,82.19,1065.8,52.16,1.0,0.0,0.0,0.0,389.8726,0.8,200,True
Node043,5,0,5,0.0,0.2,0.0,0.2,2.3219,1.1488,0.2269,5,189.11,1674.0,78.26,1.0,0.2,0.2,0.2,53.1454,1.0,179,False
Node023,4,1,4,0.0,0.4,0.4,0.4,1.9219,1.1488,0.5604,5,140.41,1140.0,64.16,1.0,0.4,0.0,0.2,403.07,1.0,189,False
Node009_Sybil01,3,2,2,0.02598,0.6,0.0,0.6,0.971,1.3788,0.2112,5,30.86,795.2,46.21,1.0,0.6,0.0,0.0,101.4252,1.0,194,True
Node001_Sybil00,1,4,4,0.00218,0.4,0.0,0.2,1.9219,1.3788,0.4575,4,22.57,949.8,47.06,1.0,0.2,0.0,0.0,148.3594,0.8,200,True
Node024_Sybil01,0,5,5,0.0234,0.2,0.2,0.2,2.3219,1.3788,1.0848,5,97.09,1442.8,63.23,1.0,0.0,0.2,0.2,318.1027,1.0,197,True
Node033,4,1,5,0.00237,0.2,0.2,0.2,2.3219,1.3788,0.5236,5,151.43,1063.6,71.67,1.0,0.0,0.2,0.2,231.4668,1.0,196,False
Node014_Sybil01,4,1,4,0.00083,0.4,0.2,0.2,1.9219,1.3788,0.7171,5,43.46,1243.8,63.49,1.0,0.2,0.0,0.0,305.7354,1.0,194,True
Node008,1,4,5,0.02708,0.2,0.4,0.0,2.3219,1.3788,0.6845,4,124.84,771.8,64.55,1.0,0.0,0.2,0.2,375.6402,0.8,184,False
Node011_Sybil00,5,0,3,0.0,0.4,0.8,0.0,1.5219,1.1488,0.4388,4,25.39,979.8,45.61,1.0,0.0,0.0,0.0,157.479,0.8,191,True
Node013,0,5,4,0.0,0.4,0.6,0.2,1.9219,1.1488,1.0183,5,81.99,1128.0,58.85,1.0,0.2,0.0,0.0,210.2299,1.0,194,False
Node031_Sybil00,5,0,4,0.0,0.4,0.6,0.0,1.9219,1.1488,0.4151,5,30.74,1510.2,44.34,1.0,0.0,0.0,0.0,171.103,1.0,185,True
Node018,0,5,4,0.001,0.4,0.6,0.0,1.9219,1.4488,1.2121,5,70.85,766.8,62.81,1.0,0.0,0.4,0.0,265.4941,1.0,191,False
Node023,0,5,3,0.02749,0.6,0.6,0.0,1.371,1.3788,0.8015,3,48.65,1319.2,64.08,1.0,0.0,0.0,0.0,365.6711,0.6,189,False
Node003,2,3,5,0.02414,0.2,0.4,0.2,2.3219,1.3788,0.697,5,145.02,1199.2,75.47,1.0,0.2,0.0,0.2,387.0504,1.0,189,False
Node026_Sybil00,5,0,3,0.0,0.6,0.0,0.6,1.371,1.1488,0.4418,5,31.52,711.2,54.89,1.0,0.6,0.2,0.0,90.74,1.0,199,True
Node011_Sybil00,0,5,4,0.02691,0.4,0.2,0.2,1.9219,1.3788,0.5833,5,56.62,864.6,59.34,1.0,0.0,0.0,0.0,96.6693,1.0,191,True
Node013,5,0,5,0.0,0.2,0.2,0.4,2.3219,1.1488,0.1267,5,185.74,1116.4,65.71,1.0,0.0,0.0,0.0,41.3471,1.0,194,False
Node003,5,0,4,0.00052,0.4,0.0,0.2,1.9219,1.3788,0.2241,4,222.59,1364.4,78.43,1.0,0.2,0.2,0.6,119.8767,0.8,189,False
Node016_Sybil00,5,0,2,0.0,0.6,0.0,0.6,0.971,1.1488,0.4398,5,26.62,1314.6,54.05,1.0,0.6,0.4,0.0,215.7272,1.0,195,True
Node043,5,0,4,0.0,0.4,0.2,0.2,1.9219,1.1488,0.2972,5,193.81,951.4,80.66,1.0,0.0,0.0,0.2,84.983,1.0,179,False
Node039_Sybil01,5,0,3,0.0,0.6,0.0,0.2,1.371,1.1488,0.2571,4,37.26,993.6,49.54,1.0,0.2,0.6,0.0,183.4003,0.8,200,True
Node004_Sybil01,1,4,4,0.0015,0.4,0.2,0.0,1.9219,1.3788,0.8474,5,48.08,1205.2,58.64,1.0,0.0,0.2,0.0,473.8041,1.0,192,True
Node018,2,3,5,0.00251,0.2,0.4,0.2,2.3219,1.4488,0.7036,5,127.2,1239.4,71.53,1.0,0.0,0.0,0.0,131.6023,1.0,191,False
Node021_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,1.1488,0.332,5,29.66,687.2,51.09,1.0,0.0,0.0,0.0,120.4189,1.0,192,True
Node024_Sybil01,0,5,4,0.00168,0.4,0.4,0.0,1.9219,1.5567,0.2932,5,39.51,625.2,49.74,1.0,0.0,0.0,0.0,81.8298,1.0,197,True
Node008,3,2,3,0.0013,0.6,0.8,0.0,1.371,1.3788,0.4175,5,24.64,1157.4,50.3,1.0,0.0,0.0,0.0,26.5004,1.0,184,False
Node036_Sybil00,0,5,5,0.02914,0.2,0.2,0.0,2.3219,1.3788,0.3969,5,21.32,1512.0,46.17,1.0,0.0,0.2,0.0,133.5201,1.0,192,True
Node031_Sybil00,2,3,4,0.0013,0.4,0.2,0.0,1.9219,1.5567,1.456,5,57.98,1070.2,48.03,1.0,0.0,0.0,0.0,399.9897,1.0,185,True
Node043,0,5,5,0.00091,0.2,0.4,0.2,2.3219,1.5567,0.9482,5,45.71,559.2,56.93,1.0,0.2,0.2,0.0,345.12,1.0,179,False
Node024_Sybil01,2,3,4,0.0,0.4,0.2,0.0,1.9219,1.1488,0.8073,5,41.05,1206.2,52.03,1.0,0.0,0.0,0.0,57.7195,1.0,197,True
Node036_Sybil00,4,1,3,0.00043,0.4,0.0,0.4,1.5219,1.3788,1.31,5,82.78,1050.2,55.7,1.0,0.4,0.4,0.2,123.3303,1.0,192,True
Node004_Sybil01,5,0,2,0.0,0.6,0.0,0.6,0.971,1.1488,0.1314,5,41.72,1311.6,41.42,1.0,0.6,0.0,0.0,173.4934,1.0,192,True
Node001_Sybil00,5,0,4,0.0,0.4,0.6,0.0,1.9219,1.1488,0.4332,5,31.33,1031.6,53.82,1.0,0.0,0.0,0.0,42.2374,1.0,200,True
Node023,1,4,4,0.00108,0.4,0.0,0.2,1.9219,1.5567,0.7165,5,87.87,1275.0,58.82,1.0,0.2,0.2,0.0,83.4222,1.0,189,False
Node009_Sybil01,0,5,4,0.0008,0.4,0.4,0.2,1.9219,1.4488,1.1071,5,56.06,784.2,57.25,1.0,0.0,0.0,0.0,137.5583,1.0,194,True
Node038,5,0,4,0.0,0.4,0.2,0.6,1.9219,1.1488,0.1687,5,192.75,906.8,82.2,1.0,0.4,0.0,0.0,133.4838,1.0,193,False
Node021_Sybil00,5,0,3,0.0,0.6,0.6,0.2,1.371,1.1488,0.2822,5,40.43,960.6,49.34,1.0,0.0,0.0,0.0,193.2282,1.0,192,True
Node039_Sybil01,5,0,3,0.0,0.4,0.0,0.4,1.5219,1.1488,0.3538,4,35.3,1285.6,50.93,1.0,0.4,0.2,0.0,156.3565,0.8,200,True
Node003,5,0,4,0.0,0.4,0.0,0.2,1.9219,1.1488,0.1914,5,194.37,1226.0,82.56,1.0,0.0,0.2,0.0,131.6723,1.0,189,False
Node038,5,0,3,0.0,0.6,0.0,1.0,1.371,1.1488,0.193,5,230.72,1272.0,75.44,1.0,0.8,0.0,0.4,70.9929,1.0,193,False
Node014_Sybil01,4,1,4,0.00237,0.4,0.0,0.0,1.9219,1.3788,0.5802,5,27.7,870.2,56.84,1.0,0.0,0.2,0.0,101.5449,1.0,194,True
Node001_Sybil00,0,5,4,0.00168,0.4,0.2,0.2,1.9219,1.3788,1.0352,5,91.18,769.8,52.95,1.0,0.2,0.0,0.2,156.9147,1.0,200,True
Node048,2,3,5,0.02592,0.2,0.4,0.2,2.3219,1.3788,0.5209,5,72.91,1312.8,60.33,1.0,0.0,0.0,0.0,437.9072,1.0,189,False
Node029_Sybil01,5,0,3,0.0,0.6,0.8,0.0,1.371,1.1488,0.5557,4,28.12,1148.8,48.01,1.0,0.0,0.0,0.0,128.7881,0.8,190,True
Node026_Sybil00,0,5,5,0.0005,0.2,0.2,0.4,2.3219,1.4488,1.33,5,51.02,1044.4,55.07,1.0,0.2,0.0,0.0,226.6157,1.0,199,True
Node049_Sybil01,3,2,4,0.00043,0.4,0.6,0.0,1.9219,1.3788,0.9961,5,80.14,969.0,62.55,1.0,0.0,0.0,0.0,159.9573,1.0,188,True
Node033,2,3,4,0.02969,0.4,0.2,0.4,1.9219,1.3788,0.6578,5,121.46,643.4,74.7,1.0,0.4,0.0,0.0,381.2243,1.0,196,False
Node038,0,5,4,0.00043,0.4,0.6,0.2,1.9219,1.3788,1.0979,5,70.79,1005.4,52.08,1.0,0.2,0.0,0.0,114.784,1.0,193,False
Node013,5,0,5,0.0,0.2,0.2,0.2,2.3219,1.1488,0.1409,5,211.39,1204.0,87.37,1.0,0.2,0.2,0.2,188.1554,1.0,194,False
Node036_Sybil00,5,0,2,0.0,0.8,0.0,0.8,0.7219,1.1488,0.4476,5,27.53,832.0,43.08,1.0,0.8,0.2,0.0,170.3008,1.0,192,True
Node021_Sybil00,0,5,5,0.02922,0.2,0.4,0.2,2.3219,1.3788,0.7588,5,139.46,1202.6,73.2,1.0,0.0,0.0,0.2,408.1637,1.0,192,True
Node029_Sybil01,5,0,3,0.0,0.6,0.8,0.0,1.371,1.1488,0.38,5,26.96,910.2,48.73,1.0,0.0,0.0,0.0,160.1079,1.0,190,True
Node028,4,1,4,0.00043,0.4,0.2,0.6,1.9219,1.3788,0.5361,5,172.96,1376.8,72.3,1.0,0.6,0.0,0.2,359.6162,1.0,201,False
Node014_Sybil01,0,5,4,0.02257,0.4,0.0,0.2,1.9219,1.3788,0.7261,5,131.18,1059.6,74.43,1.0,0.2,0.0,0.2,242.9524,1.0,194,True
Node018,1,4,4,0.00163,0.4,0.0,0.4,1.9219,1.3788,0.878,5,126.22,1196.4,65.55,1.0,0.2,0.0,0.2,137.1777,1.0,191,False
Node011_Sybil00,5,0,4,0.0,0.4,0.4,0.0,1.9219,1.1488,0.4592,5,29.22,945.8,41.16,1.0,0.0,0.0,0.0,64.4402,1.0,191,True
Node003,2,3,4,0.0005,0.4,0.2,0.6,1.9219,1.4488,0.0635,4,279.16,768.6,85.34,1.0,0.4,0.0,0.8,56.9704,0.8,189,False
Node043,5,0,4,0.0,0.4,0.2,0.4,1.9219,1.1488,0.3616,5,200.63,1191.0,88.18,1.0,0.2,0.0,0.4,42.6251,1.0,179,False
Node028,0,5,5,0.00087,0.2,0.0,0.4,2.3219,1.3788,0.9647,5,103.02,1549.0,65.93,1.0,0.2,0.2,0.2,475.31,1.0,201,False
Node046_Sybil00,2,3,5,0.02552,0.2,0.6,0.0,2.3219,1.3788,1.5779,5,56.91,678.2,51.8,1.0,0.0,0.0,0.0,96.0196,1.0,202,True
Node044_Sybil01,3,2,5,0.00087,0.2,0.6,0.2,2.3219,1.5567,0.5955,5,76.67,1277.8,61.2,1.0,0.0,0.0,0.0,485.7058,1.0,193,True
Node014_Sybil01,1,4,3,0.02588,0.4,0.4,0.0,1.5219,1.3788,1.2403,5,82.15,1261.4,48.13,1.0,0.0,0.0,0.2,361.6089,1.0,194,True
Node028,5,0,4,0.0,0.4,0.0,0.4,1.9219,1.1488,0.1844,5,214.31,835.2,79.34,1.0,0.2,0.0,0.2,183.8283,1.0,201,False
Node039_Sybil01,0,5,5,0.0005,0.2,0.0,0.2,2.3219,1.4488,0.7175,4,148.16,955.8,65.0,1.0,0.2,0.2,0.4,120.1342,0.8,200,True
Node013,5,0,5,0.0,0.2,0.2,0.6,2.3219,1.1488,0.1256,5,155.8,1116.6,67.55,1.0,0.4,0.0,0.0,55.7802,1.0,194,False
Node039_Sybil01,0,5,5,0.00113,0.2,0.2,0.2,2.3219,1.5567,0.6655,4,160.29,1124.6,67.71,1.0,0.2,0.2,0.4,509.2691,0.8,200,True
Node024_Sybil01,2,3,3,0.00071,0.4,0.0,0.6,1.5219,1.5567,0.6131,5,152.79,1312.2,68.92,1.0,0.4,0.0,0.2,434.3013,1.0,197,True
Node014_Sybil01,0,5,4,0.00071,0.4,0.4,0.4,1.9219,1.5567,0.825,5,144.18,824.2,73.11,1.0,0.2,0.0,0.4,370.2376,1.0,194,True
Node014_Sybil01,5,0,4,0.0,0.4,0.6,0.0,1.9219,1.1488,0.2511,5,34.81,1223.0,51.04,1.0,0.0,0.0,0.0,158.7287,1.0,194,True
Node024_Sybil01,3,2,4,0.0005,0.4,0.4,0.4,1.9219,1.4488,0.7651,5,18.24,1405.4,50.57,1.0,0.0,0.0,0.0,162.6269,1.0,197,True
Node026_Sybil00,0,5,5,0.00067,0.2,0.4,0.2,2.3219,1.5567,0.3958,4,30.42,1328.4,55.27,1.0,0.2,0.0,0.0,80.5481,0.8,199,True
