node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,is_sybil
Node015_Sybil00,5,0,2,0.0,0.6,0.0,0.6,0.971,5,31.26,1032.2,51.37,1.0,0.0,133.3618,1.0,True
Node022,0,5,4,0.00197,0.4,0.4,0.0,1.9219,5,94.44,1163.4,62.92,1.0,0.0,374.1709,1.0,False
Node022,0,5,4,0.00272,0.4,0.4,0.4,1.9219,5,113.55,806.0,69.62,1.0,0.0,556.707,1.0,False
Node042,0,5,4,0.02938,0.4,0.2,0.2,1.9219,5,104.16,1226.8,60.76,1.0,0.0,534.33,1.0,False
Node012,0,5,4,0.02544,0.4,0.6,0.4,1.9219,5,28.71,783.0,41.28,1.0,0.0,65.4067,1.0,False
Node007,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,134.9,1389.0,86.74,1.0,0.0,70.9674,1.0,False
Node002,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,192.31,1080.0,71.44,1.0,0.0,200.1686,1.0,False
Node027,1,4,5,0.0022,0.2,0.6,0.0,2.3219,5,83.46,868.0,67.48,1.0,0.0,218.9054,1.0,False
Node045_Sybil00,4,1,3,0.0,0.4,0.4,0.0,1.5219,5,18.38,807.0,39.89,1.0,0.0,112.7333,1.0,True
Node033_Sybil01,0,5,4,0.00364,0.4,0.0,0.2,1.9219,5,73.42,967.6,61.47,1.0,0.0,447.2283,1.0,True
Node023_Sybil01,0,5,4,0.00147,0.4,0.6,0.0,1.9219,5,82.99,1071.0,46.55,1.0,0.2,322.1973,1.0,True
Node017,3,2,4,0.03483,0.4,0.4,0.0,1.9219,4,199.4,1234.4,74.48,1.0,0.4,398.3418,0.8,False
Node035_Sybil00,0,5,5,0.0045,0.2,0.2,0.4,2.3219,5,180.58,1169.6,70.23,1.0,0.0,133.3882,1.0,True
Node023_Sybil01,0,5,3,0.02519,0.4,0.2,0.8,1.5219,5,132.92,1192.8,76.69,1.0,0.0,269.6136,1.0,True
Node023_Sybil01,5,0,3,0.0,0.6,0.0,0.6,1.371,5,31.55,1298.6,45.66,1.0,0.0,247.1912,1.0,True
Node017,2,3,5,0.00305,0.2,0.2,0.2,2.3219,5,157.79,1557.0,63.81,1.0,0.2,427.214,1.0,False
Node007,1,4,5,0.00399,0.2,0.2,0.2,2.3219,5,114.8,1396.4,63.99,1.0,0.0,289.7812,1.0,False
Node032,0,5,4,0.02497,0.4,0.4,0.2,1.9219,5,42.6,777.0,59.33,1.0,0.0,346.193,1.0,False
Node033_Sybil01,5,0,2,0.0,0.8,0.8,0.2,0.7219,5,30.91,1060.2,43.59,1.0,0.0,160.6798,1.0,True
Node035_Sybil00,4,1,3,0.0,0.6,0.0,0.2,1.371,5,28.34,536.4,48.6,1.0,0.0,136.9571,1.0,True
Node032,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,200.03,801.0,76.18,1.0,0.2,45.7852,1.0,False
Node027,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,170.65,1213.6,81.81,1.0,0.0,283.259,1.0,False
Node010_Sybil00,0,5,5,0.00362,0.2,0.2,0.4,2.3219,5,20.26,845.4,47.19,1.0,0.0,104.4254,1.0,True
Node013_Sybil01,4,1,2,0.0,0.8,0.8,0.0,0.7219,5,39.58,1037.2,51.38,1.0,0.0,158.8253,1.0,True
Node040_Sybil00,0,5,4,0.00368,0.4,0.2,0.4,1.9219,5,36.68,1079.6,47.84,1.0,0.0,455.4178,1.0,True
Node048_Sybil01,5,0,4,0.0,0.4,0.8,0.0,1.9219,5,21.08,1216.4,52.52,1.0,0.0,82.0857,1.0,True
Node043_Sybil01,1,4,5,0.02485,0.2,0.2,0.2,2.3219,4,92.28,1291.8,62.62,1.0,0.0,465.1411,0.8,True
Node042,5,0,3,0.0,0.6,0.2,0.6,1.371,5,185.27,1060.4,84.74,1.0,0.2,53.4074,1.0,False
Node045_Sybil00,4,1,3,0.00291,0.4,0.4,0.0,1.5219,5,56.53,1384.8,61.23,1.0,0.0,173.5504,1.0,True
Node002,0,5,3,0.00372,0.4,0.4,0.2,1.5219,5,34.74,687.8,48.94,1.0,0.0,201.7102,1.0,False
Node032,0,5,5,0.00266,0.2,0.6,0.0,2.3219,5,72.01,1139.4,57.29,1.0,0.2,359.7945,1.0,False
Node043_Sybil01,0,5,3,0.00174,0.6,0.2,0.0,1.371,5,82.47,1017.0,50.87,1.0,0.2,178.815,1.0,True
Node028_Sybil01,0,5,5,0.00327,0.2,0.4,0.2,2.3219,5,103.73,999.2,58.11,1.0,0.2,168.3737,1.0,True
Node043_Sybil01,5,0,2,0.0,0.8,0.8,0.0,0.7219,5,28.75,1070.6,46.98,1.0,0.0,54.1805,1.0,True
Node023_Sybil01,0,5,3,0.028,0.4,0.8,0.0,1.5219,5,25.37,1312.0,44.65,1.0,0.0,174.7886,1.0,True
Node047,2,3,4,0.00291,0.4,0.0,0.0,1.9219,5,108.43,1366.4,72.32,1.0,0.0,300.8731,1.0,False
Node047,2,3,5,0.00118,0.2,0.2,0.2,2.3219,5,146.01,903.2,64.82,1.0,0.2,2.6367,1.0,False
Node003_Sybil01,2,3,5,0.0023,0.2,0.2,0.4,2.3219,5,22.08,1249.2,44.19,1.0,0.0,80.2122,1.0,True
Node022,2,3,5,0.00253,0.2,0.4,0.0,2.3219,5,169.3,1520.6,73.73,1.0,0.4,165.6136,1.0,False
Node042,0,5,5,0.0,0.2,0.4,0.4,2.3219,5,147.91,1103.8,72.94,1.0,0.2,530.6987,1.0,False
Node037,2,3,4,0.02485,0.4,0.0,0.0,1.9219,5,225.52,568.4,78.04,1.0,0.4,128.9415,1.0,False
Node027,4,1,4,0.0,0.4,0.6,0.2,1.9219,5,204.43,835.6,80.5,1.0,0.2,188.7512,1.0,False
Node030_Sybil00,4,1,3,0.0,0.4,0.0,0.2,1.5219,5,59.04,1339.0,55.75,1.0,0.0,304.2685,1.0,True
Node043_Sybil01,3,2,3,0.00087,0.6,0.6,0.0,1.371,5,50.74,1123.4,66.1,1.0,0.0,157.3486,1.0,True
Node028_Sybil01,0,5,5,0.0,0.2,0.2,0.4,2.3219,4,101.06,1184.2,68.33,1.0,0.0,596.6623,0.8,True
Node008_Sybil01,5,0,3,0.0,0.6,0.6,0.2,1.371,5,26.05,1503.0,55.03,1.0,0.0,144.7676,1.0,True
Node002,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,207.39,1006.4,79.48,1.0,0.4,89.2954,1.0,False
Node042,3,2,5,0.00348,0.2,0.4,0.0,2.3219,5,112.24,1392.4,69.41,1.0,0.0,469.0683,1.0,False
Node047,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,164.39,1346.0,84.69,1.0,0.2,147.473,1.0,False
Node002,1,4,5,0.00417,0.2,0.2,0.2,2.3219,5,119.35,1172.6,63.5,1.0,0.2,129.8483,1.0,False
Node003_Sybil01,0,5,3,0.0,0.4,0.8,0.2,1.5219,4,22.39,986.6,60.05,1.0,0.0,17.5411,0.8,True
Node047,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,189.83,1329.6,81.71,1.0,0.2,129.8565,1.0,False
Node043_Sybil01,5,0,2,0.0,0.8,0.8,0.2,0.7219,5,21.37,1056.0,59.33,1.0,0.0,69.7861,1.0,True
Node027,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,225.46,766.4,78.53,1.0,0.4,173.6672,1.0,False
Node002,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,195.17,1455.4,75.13,1.0,0.0,84.5354,1.0,False
Node022,0,5,5,0.02761,0.2,0.4,0.4,2.3219,5,86.53,987.0,55.03,1.0,0.0,203.5523,1.0,False
Node022,0,5,3,0.02849,0.6,0.8,0.0,1.371,5,80.66,1114.0,50.1,1.0,0.2,474.4201,1.0,False
Node005_Sybil00,5,0,3,0.0,0.6,0.0,0.2,1.371,5,28.08,1084.4,51.96,1.0,0.0,95.0983,1.0,True
Node038_Sybil01,1,4,4,0.00351,0.4,0.2,0.0,1.9219,5,55.2,1244.8,56.53,1.0,0.0,358.5786,1.0,True
Node028_Sybil01,0,5,5,0.00082,0.2,0.2,0.0,2.3219,5,84.28,1051.2,57.48,1.0,0.2,455.8746,1.0,True
Node040_Sybil00,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,24.23,936.4,54.3,1.0,0.0,26.3121,1.0,True
Node042,0,5,5,0.00166,0.2,0.4,0.0,2.3219,5,91.1,1354.0,57.74,1.0,0.0,353.3906,1.0,False
Node022,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,200.18,1429.8,76.34,1.0,0.2,107.9897,1.0,False
Node033_Sybil01,5,0,2,0.0,0.8,0.8,0.2,0.7219,5,26.79,1487.4,42.76,1.0,0.0,41.2135,1.0,True
Node048_Sybil01,0,5,5,0.00435,0.2,0.0,0.4,2.3219,5,130.05,1299.2,60.01,1.0,0.0,422.8859,1.0,True
Node025_Sybil00,4,1,2,0.00087,0.8,0.8,0.0,0.7219,5,65.9,848.0,56.96,1.0,0.0,75.3842,1.0,True
Node032,0,5,5,0.03164,0.2,0.2,0.4,2.3219,5,111.3,1239.8,72.12,1.0,0.2,209.2006,1.0,False
Node023_Sybil01,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,25.88,841.2,45.45,1.0,0.0,61.4013,1.0,True
Node007,1,4,5,0.0242,0.2,0.4,0.2,2.3219,5,123.13,844.6,60.13,1.0,0.4,478.2779,1.0,False
Node008_Sybil01,0,5,5,0.00087,0.2,0.4,0.2,2.3219,5,129.94,1228.0,56.75,1.0,0.4,144.2832,1.0,True
Node012,0,5,5,0.02626,0.2,0.4,0.0,2.3219,5,177.53,1363.8,66.41,1.0,0.2,20.4601,1.0,False
Node045_Sybil00,3,2,4,0.00361,0.4,0.2,0.2,1.9219,5,73.75,989.6,61.01,1.0,0.0,447.4404,1.0,True
Node017,0,5,5,0.02761,0.2,0.0,0.2,2.3219,5,124.64,826.6,59.08,1.0,0.2,125.3495,1.0,False
Node022,5,0,5,0.00087,0.2,0.2,0.2,2.3219,5,227.82,954.6,76.56,1.0,0.4,107.4538,1.0,False
Node002,2,3,5,0.00318,0.2,0.2,0.2,2.3219,5,152.54,825.8,71.42,1.0,0.2,290.4397,1.0,False
Node000_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,28.5,1261.6,50.24,1.0,0.0,95.8446,1.0,True
Node013_Sybil01,2,3,4,0.02485,0.4,0.6,0.0,1.9219,5,107.83,1363.8,68.45,1.0,0.0,382.0829,1.0,True
Node012,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,219.02,818.8,91.07,1.0,0.4,51.3363,1.0,False
Node002,0,5,5,0.00355,0.2,0.2,0.2,2.3219,5,65.83,1308.6,55.91,1.0,0.2,257.5664,1.0,False
Node025_Sybil00,0,5,4,0.0,0.4,0.2,0.0,1.9219,5,63.03,1629.6,64.75,1.0,0.0,245.124,1.0,True
Node042,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,237.58,1325.8,81.79,1.0,0.4,113.1331,1.0,False
Node000_Sybil00,0,5,4,0.0,0.4,0.6,0.0,1.9219,5,83.64,1223.4,52.17,1.0,0.2,433.0148,1.0,True
Node000_Sybil00,0,5,4,0.00333,0.4,0.6,0.2,1.9219,5,77.84,831.4,57.56,1.0,0.2,481.0019,1.0,True
Node017,0,5,5,0.02504,0.2,0.2,0.2,2.3219,5,109.04,1051.0,64.67,1.0,0.0,397.469,1.0,False
Node003_Sybil01,0,5,4,0.00344,0.4,0.0,0.2,1.9219,5,24.15,506.0,54.48,1.0,0.0,114.8765,1.0,True
Node040_Sybil00,1,4,4,0.001,0.4,0.4,0.0,1.9219,4,111.67,611.0,57.2,1.0,0.2,423.356,0.8,True
Node007,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,202.96,947.8,76.02,1.0,0.2,180.6204,1.0,False
Node040_Sybil00,1,4,4,0.0,0.4,0.2,0.4,1.9219,5,27.44,1308.6,58.82,1.0,0.0,22.8793,1.0,True
Node048_Sybil01,2,3,4,0.0,0.4,0.8,0.2,1.9219,4,29.05,1152.4,53.35,1.0,0.0,104.7349,0.8,True
Node042,5,0,4,0.0,0.4,0.6,0.2,1.9219,5,244.49,1106.8,83.94,1.0,0.6,24.7224,1.0,False
Node030_Sybil00,4,1,2,0.00351,0.6,0.0,0.4,0.971,5,25.32,1248.8,52.86,1.0,0.0,87.2918,1.0,True
Node043_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,33.47,683.4,49.67,1.0,0.0,110.1679,1.0,True
Node013_Sybil01,1,4,5,0.00499,0.2,0.4,0.0,2.3219,4,77.84,813.2,58.76,1.0,0.2,199.6413,0.8,True
Node028_Sybil01,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,31.02,735.0,51.58,1.0,0.0,79.4047,1.0,True
Node022,5,0,5,0.0,0.2,0.2,0.2,2.3219,4,199.29,1266.8,88.75,1.0,0.4,32.6068,0.8,False
Node033_Sybil01,5,0,2,0.0,0.8,0.8,0.2,0.7219,5,23.36,1054.0,41.59,1.0,0.0,116.8216,1.0,True
Node037,3,2,4,0.0,0.4,0.2,0.2,1.9219,5,157.19,1178.2,78.75,1.0,0.2,476.8576,1.0,False
Node020_Sybil00,1,4,4,0.00169,0.4,0.0,0.0,1.9219,5,112.7,1188.8,69.23,1.0,0.0,275.3973,1.0,True
Node008_Sybil01,0,5,4,0.02645,0.4,0.4,0.2,1.9219,5,97.17,1185.0,50.83,1.0,0.0,136.15,1.0,True
Node002,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,210.3,1055.2,77.1,1.0,0.2,94.9017,1.0,False
Node037,1,4,4,0.00362,0.4,0.6,0.2,1.9219,5,78.28,1083.6,64.47,1.0,0.0,235.7504,1.0,False
Node035_Sybil00,1,4,4,0.02432,0.4,0.2,0.2,1.9219,5,51.99,737.4,54.0,1.0,0.0,334.0618,1.0,True
Node023_Sybil01,5,0,3,0.0,0.6,0.0,0.2,1.371,5,33.51,895.6,52.24,1.0,0.0,16.6931,1.0,True
Node047,2,3,3,0.00293,0.4,0.8,0.2,1.5219,5,97.27,830.4,59.73,1.0,0.0,383.8716,1.0,False
Node020_Sybil00,1,4,4,0.02749,0.4,0.4,0.2,1.9219,5,33.26,1440.0,43.27,1.0,0.0,193.0601,1.0,True
Node010_Sybil00,0,5,4,0.00364,0.4,0.2,0.2,1.9219,5,35.22,1170.8,48.53,1.0,0.0,92.2856,1.0,True
Node028_Sybil01,4,1,4,0.0,0.4,0.2,0.0,1.9219,5,32.53,1584.0,39.95,1.0,0.0,81.2152,1.0,True
Node032,4,1,5,0.00087,0.2,0.2,0.4,2.3219,5,230.41,1017.2,87.54,1.0,0.4,194.2603,1.0,False
Node037,0,5,5,0.00268,0.2,0.0,0.2,2.3219,5,51.07,1205.4,58.0,1.0,0.0,438.6231,1.0,False
Node012,3,2,5,0.03106,0.2,0.4,0.2,2.3219,5,118.57,1224.0,67.2,1.0,0.0,471.5225,1.0,False
Node045_Sybil00,0,5,3,0.0027,0.4,0.4,0.4,1.5219,5,53.01,1089.4,59.22,1.0,0.0,369.5587,1.0,True
Node035_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,27.3,1220.2,53.38,1.0,0.0,102.1268,1.0,True
Node020_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,31.34,783.6,49.57,1.0,0.0,84.6126,1.0,True
Node027,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,208.49,924.8,80.65,1.0,0.2,3.1197,1.0,False
Node008_Sybil01,3,2,4,0.00143,0.4,0.4,0.2,1.9219,4,68.51,792.2,50.06,1.0,0.0,258.0153,0.8,True
Node017,0,5,4,0.00094,0.4,0.2,0.2,1.9219,5,53.98,475.4,56.51,1.0,0.0,358.4304,1.0,False
Node043_Sybil01,5,0,3,0.0,0.4,0.2,0.4,1.5219,5,25.37,1176.6,58.56,1.0,0.0,179.3153,1.0,True
Node002,0,5,4,0.00272,0.4,0.2,0.0,1.9219,5,76.14,862.4,64.31,1.0,0.2,325.953,1.0,False
Node042,4,1,4,0.0,0.4,0.2,0.0,1.9219,5,169.3,1255.0,75.65,1.0,0.2,114.145,1.0,False
Node027,0,5,3,0.001,0.6,0.6,0.4,1.371,5,21.87,540.6,57.83,1.0,0.0,44.295,1.0,False
Node040_Sybil00,0,5,5,0.02529,0.2,0.2,0.4,2.3219,5,90.86,491.6,59.36,1.0,0.0,344.5281,1.0,True
Node003_Sybil01,5,0,3,0.0,0.6,0.0,0.2,1.371,5,19.28,1463.0,46.29,1.0,0.0,135.0218,1.0,True
Node038_Sybil01,0,5,5,0.02955,0.2,0.4,0.2,2.3219,4,123.3,1119.4,61.04,1.0,0.4,811.6979,0.8,True
Node027,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,241.57,1353.0,76.58,1.0,0.6,87.4973,1.0,False
Node023_Sybil01,1,4,3,0.00087,0.6,0.2,0.8,1.371,5,79.8,1360.8,61.03,1.0,0.0,540.7615,1.0,True
Node012,0,5,5,0.00348,0.2,0.2,0.2,2.3219,5,74.3,1156.0,57.23,1.0,0.0,353.4254,1.0,False
Node045_Sybil00,0,5,4,0.0,0.4,0.4,0.4,1.9219,4,119.01,1128.4,61.41,1.0,0.2,572.1451,0.8,True
Node020_Sybil00,0,5,5,0.00357,0.2,0.2,0.2,2.3219,5,28.67,823.6,49.31,1.0,0.0,72.6981,1.0,True
Node043_Sybil01,4,1,2,0.0,0.8,0.8,0.2,0.7219,5,26.32,829.6,44.9,1.0,0.0,56.9212,1.0,True
Node015_Sybil00,1,4,5,0.02383,0.2,0.0,0.4,2.3219,5,69.13,1127.0,48.36,1.0,0.2,339.3492,1.0,True
Node035_Sybil00,5,0,2,0.0,0.6,0.0,0.6,0.971,5,22.29,1374.6,47.21,1.0,0.0,99.5085,1.0,True
Node003_Sybil01,0,5,4,0.00166,0.4,0.2,0.2,1.9219,5,57.47,1383.0,53.99,1.0,0.0,257.6822,1.0,True
Node018_Sybil01,5,0,3,0.0,0.6,1.0,0.0,1.371,5,28.51,899.4,46.19,1.0,0.0,174.3475,1.0,True
Node023_Sybil01,5,0,2,0.0,0.8,0.0,0.0,0.7219,4,25.42,915.0,52.98,1.0,0.0,116.154,0.8,True
Node018_Sybil01,2,3,4,0.00499,0.4,0.6,0.0,1.9219,5,59.44,849.8,58.97,1.0,0.0,135.1034,1.0,True
Node043_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,29.45,1078.2,55.4,1.0,0.0,168.569,1.0,True
Node015_Sybil00,5,0,2,0.0,0.8,0.0,0.8,0.7219,5,35.26,1237.0,46.43,1.0,0.0,57.2896,1.0,True
Node000_Sybil00,5,0,2,0.0,0.6,0.0,0.6,0.971,5,34.2,771.2,47.45,1.0,0.0,129.9644,1.0,True
Node048_Sybil01,2,3,5,0.0,0.2,0.6,0.0,2.3219,5,55.55,757.4,52.22,1.0,0.0,304.1019,1.0,True
Node000_Sybil00,2,3,5,0.03255,0.2,0.2,0.4,2.3219,4,101.64,1365.0,66.01,1.0,0.0,180.4517,0.8,True
Node047,3,2,4,0.02831,0.4,0.4,0.4,1.9219,5,107.76,911.2,70.63,1.0,0.0,329.9294,1.0,False
Node012,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,207.76,1174.4,80.21,1.0,0.4,89.6553,1.0,False
Node002,1,4,5,0.02882,0.2,0.4,0.2,2.3219,5,154.35,1104.0,72.76,1.0,0.0,127.4607,1.0,False
Node018_Sybil01,0,5,5,0.00087,0.2,0.0,0.2,2.3219,4,137.85,882.8,67.83,1.0,0.0,442.6763,0.8,True
Node043_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,4,22.21,906.0,45.7,1.0,0.0,51.439,0.8,True
Node022,2,3,3,0.02834,0.4,0.0,0.0,1.5219,5,147.8,1171.2,72.29,1.0,0.2,180.7202,1.0,False
Node015_Sybil00,5,0,2,0.0,0.8,0.0,0.2,0.7219,5,22.43,1026.6,48.54,1.0,0.0,151.7069,1.0,True
Node040_Sybil00,4,1,4,0.0,0.4,0.2,0.2,1.9219,5,20.73,898.4,54.88,1.0,0.0,96.3065,1.0,True
Node040_Sybil00,5,0,3,0.0,0.6,0.0,0.2,1.371,5,30.76,760.0,41.92,1.0,0.0,90.1223,1.0,True
Node045_Sybil00,3,2,5,0.00357,0.2,0.2,0.2,2.3219,5,43.41,944.0,54.39,1.0,0.0,352.5841,1.0,True
Node007,1,4,5,0.02722,0.2,0.4,0.2,2.3219,5,67.34,667.0,62.62,1.0,0.0,731.8019,1.0,False
Node022,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,155.56,1537.6,70.2,1.0,0.0,62.8865,1.0,False
Node042,5,0,4,0.0,0.4,0.2,0.2,1.9219,4,213.3,1184.0,78.43,1.0,0.4,65.6973,0.8,False
Node047,0,5,4,0.001,0.4,0.6,0.2,1.9219,3,32.35,1074.4,43.76,1.0,0.0,109.9526,0.6,False
Node002,2,3,3,0.03227,0.6,0.0,0.6,1.371,5,125.86,1449.2,67.02,1.0,0.0,273.4595,1.0,False
Node018_Sybil01,1,4,4,0.00321,0.4,0.4,0.0,1.9219,5,57.46,947.8,54.55,1.0,0.0,104.2046,1.0,True
Node048_Sybil01,1,4,4,0.00389,0.4,0.0,0.4,1.9219,5,81.46,1199.0,65.8,1.0,0.0,427.191,1.0,True
Node017,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,195.99,1088.6,70.65,1.0,0.2,55.9848,1.0,False
Node030_Sybil00,5,0,2,0.0,0.8,0.0,0.0,0.7219,4,26.93,1005.6,46.34,1.0,0.0,98.3555,0.8,True
Node028_Sybil01,4,1,4,0.0,0.4,0.8,0.0,1.9219,5,51.32,743.4,52.7,1.0,0.0,220.4683,1.0,True
Node048_Sybil01,5,0,4,0.0,0.4,0.6,0.0,1.9219,4,28.21,775.6,45.49,1.0,0.0,71.5488,0.8,True
Node032,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,199.42,573.0,74.68,1.0,0.2,82.3558,1.0,False
Node010_Sybil00,0,5,3,0.00357,0.4,0.4,0.0,1.5219,5,79.26,1184.4,66.72,1.0,0.0,333.8603,1.0,True
Node022,0,5,3,0.0,0.6,0.8,0.0,1.371,5,53.59,1117.8,60.15,1.0,0.0,41.8321,1.0,False
Node022,4,1,4,0.0,0.4,0.2,0.2,1.9219,5,182.05,788.0,90.12,1.0,0.4,131.8295,1.0,False
Node022,0,5,5,0.00364,0.2,0.2,0.2,2.3219,5,74.8,1036.0,58.01,1.0,0.0,330.8893,1.0,False
Node023_Sybil01,5,0,2,0.0,0.8,0.0,0.8,0.7219,5,17.18,1071.4,48.1,1.0,0.0,133.202,1.0,True
Node045_Sybil00,0,5,5,0.00173,0.2,0.4,0.2,2.3219,4,56.24,1397.0,53.33,1.0,0.0,405.2353,0.8,True
Node037,0,5,5,0.02572,0.2,0.2,0.0,2.3219,4,108.46,1165.6,58.27,1.0,0.0,210.627,0.8,False
Node023_Sybil01,2,3,3,0.00472,0.6,0.0,0.2,1.371,5,68.74,1283.8,55.69,1.0,0.0,123.1958,1.0,True
Node012,3,2,5,0.001,0.2,0.2,0.0,2.3219,5,106.79,754.6,74.26,1.0,0.0,178.5044,1.0,False
Node028_Sybil01,5,0,4,0.0,0.4,0.8,0.0,1.9219,5,29.34,1299.0,53.89,1.0,0.0,138.3432,1.0,True
Node012,0,5,5,0.00166,0.2,0.2,0.2,2.3219,5,69.96,836.8,49.56,1.0,0.0,357.216,1.0,False
Node028_Sybil01,5,0,2,0.0,0.6,0.6,0.0,0.971,5,18.86,867.8,42.94,1.0,0.0,54.1438,1.0,True
Node018_Sybil01,3,2,4,0.0045,0.4,0.2,0.0,1.9219,5,65.13,970.0,60.67,1.0,0.2,119.9512,1.0,True
Node032,1,4,5,0.00261,0.2,0.2,0.2,2.3219,5,68.53,715.2,58.51,1.0,0.0,396.5405,1.0,False
Node007,0,5,4,0.00364,0.4,0.4,0.4,1.9219,5,60.08,1015.2,54.7,1.0,0.0,154.3795,1.0,False
Node032,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,175.11,1428.0,83.65,1.0,0.2,114.9783,1.0,False
