node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,is_sybil
Node049_Sybil00,0,5,2,0.00261,0.8,0.8,0.0,0.7219,5,76.91,1002.8,59.47,1.0,0.2,84.5958,1.0,True
Node036,5,0,5,0.0,0.2,0.0,0.0,2.3219,5,170.25,1387.0,80.2,1.0,0.2,25.8491,1.0,False
Node046,1,4,4,0.02779,0.4,0.2,0.4,1.9219,5,60.9,1555.2,49.83,1.0,0.0,262.9058,1.0,False
Node002_Sybil01,5,0,3,0.0,0.4,0.2,0.0,1.5219,5,20.17,1253.6,46.86,1.0,0.0,60.6749,1.0,True
Node036,3,2,5,0.0,0.2,0.2,0.2,2.3219,5,195.39,858.8,81.05,1.0,0.2,111.4837,1.0,False
Node022_Sybil01,5,0,3,0.0,0.4,0.4,0.0,1.5219,5,26.77,996.4,44.95,1.0,0.0,171.9444,1.0,True
Node006,1,4,5,0.03197,0.2,0.0,0.2,2.3219,5,191.95,1046.4,79.3,1.0,0.4,149.3632,1.0,False
Node036,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,238.98,1109.0,77.18,1.0,0.6,211.1499,1.0,False
Node029_Sybil00,2,3,5,0.00087,0.2,0.4,0.2,2.3219,5,50.64,764.6,52.84,1.0,0.0,178.9947,1.0,True
Node032_Sybil01,0,5,4,0.02779,0.4,0.0,0.2,1.9219,4,137.24,919.2,66.03,1.0,0.0,256.464,0.8,True
Node032_Sybil01,3,2,4,0.00156,0.4,0.2,0.4,1.9219,5,19.85,1230.8,54.2,1.0,0.0,141.6772,1.0,True
Node016,0,5,3,0.03622,0.6,0.4,0.0,1.371,5,97.72,1133.0,57.79,1.0,0.0,184.1073,1.0,False
Node022_Sybil01,0,5,5,0.00071,0.2,0.2,0.2,2.3219,4,48.1,1261.4,61.69,1.0,0.0,261.4303,0.8,True
Node016,0,5,4,0.02918,0.4,0.6,0.2,1.9219,5,24.88,992.2,52.57,1.0,0.0,290.1618,1.0,False
Node032_Sybil01,5,0,2,0.0,0.6,0.0,0.4,0.971,5,23.2,943.4,48.17,1.0,0.0,108.1179,1.0,True
Node002_Sybil01,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,19.82,762.6,51.05,1.0,0.0,244.3112,1.0,True
Node019_Sybil00,3,2,4,0.0018,0.4,0.2,0.2,1.9219,4,32.78,1605.6,52.38,1.0,0.0,178.2842,0.8,True
Node026,1,4,3,0.00257,0.4,0.0,0.0,1.5219,5,100.02,1044.0,67.65,1.0,0.0,336.9688,1.0,False
Node022_Sybil01,0,5,4,0.02846,0.4,0.2,0.4,1.9219,4,45.12,1083.0,57.95,1.0,0.0,46.5531,0.8,True
Node032_Sybil01,2,3,5,0.00174,0.2,0.2,0.0,2.3219,5,77.24,1071.2,57.85,1.0,0.0,382.8829,1.0,True
Node016,5,0,4,0.0,0.4,0.4,0.4,1.9219,5,231.21,1268.8,80.93,1.0,0.4,73.4463,1.0,False
Node022_Sybil01,2,3,5,0.02693,0.2,0.6,0.2,2.3219,5,33.64,1275.0,48.34,1.0,0.0,164.5389,1.0,True
Node009_Sybil00,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,35.11,1002.2,55.64,1.0,0.0,156.626,1.0,True
Node016,0,5,5,0.02403,0.2,0.2,0.2,2.3219,5,146.91,992.6,73.91,1.0,0.2,47.0649,1.0,False
Node042_Sybil01,5,0,3,0.0,0.4,0.8,0.0,1.5219,5,35.07,1259.8,50.75,1.0,0.0,214.371,1.0,True
Node039_Sybil00,5,0,3,0.0,0.6,0.6,0.2,1.371,5,19.64,1269.4,48.6,1.0,0.0,196.6984,1.0,True
Node012_Sybil01,4,1,4,0.00349,0.4,0.2,0.2,1.9219,5,78.09,1068.0,58.44,1.0,0.2,91.2996,1.0,True
Node019_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,32.49,796.6,44.28,1.0,0.0,97.7305,1.0,True
Node039_Sybil00,5,0,3,0.0,0.6,0.6,0.2,1.371,4,21.59,1023.6,54.15,1.0,0.0,74.3528,0.8,True
Node006,0,5,3,0.00344,0.4,0.4,0.2,1.5219,5,82.32,1174.4,67.05,1.0,0.2,230.8864,1.0,False
Node006,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,217.99,1243.8,77.35,1.0,0.4,133.881,1.0,False
Node012_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,27.34,1144.6,44.97,1.0,0.0,67.9603,1.0,True
Node046,0,5,3,0.00359,0.6,0.0,0.2,1.371,5,165.54,1070.6,78.32,1.0,0.2,288.5908,1.0,False
Node009_Sybil00,4,1,4,0.00521,0.4,0.0,0.0,1.9219,5,23.44,794.8,51.5,1.0,0.0,48.1818,1.0,True
Node006,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,201.96,912.4,83.13,1.0,0.2,86.0846,1.0,False
Node022_Sybil01,2,3,4,0.00364,0.4,0.2,0.0,1.9219,5,53.97,1244.2,62.32,1.0,0.0,392.9204,1.0,True
Node016,2,3,4,0.0035,0.4,0.0,0.4,1.9219,5,157.22,717.6,69.08,1.0,0.4,394.8562,1.0,False
Node042_Sybil01,0,5,4,0.00362,0.4,0.4,0.2,1.9219,5,75.13,935.0,68.64,1.0,0.0,597.5411,1.0,True
Node042_Sybil01,5,0,4,0.0,0.4,0.2,0.0,1.9219,4,26.97,1013.2,53.36,1.0,0.0,245.3324,0.8,True
Node029_Sybil00,0,5,3,0.02779,0.4,0.6,0.0,1.5219,5,85.69,1228.6,63.35,1.0,0.0,360.078,1.0,True
Node036,4,1,3,0.0,0.4,0.0,0.8,1.5219,5,249.58,1150.6,71.44,1.0,0.4,191.8673,1.0,False
Node029_Sybil00,0,5,5,0.03039,0.2,0.2,0.4,2.3219,4,128.41,884.0,55.61,1.0,0.4,287.8872,0.8,True
Node032_Sybil01,0,5,4,0.00614,0.4,0.8,0.0,1.9219,4,162.45,964.8,80.46,1.0,0.4,145.935,0.8,True
Node012_Sybil01,5,0,3,0.0,0.6,0.0,0.2,1.371,4,14.69,1345.2,51.37,1.0,0.0,54.9364,0.8,True
Node029_Sybil00,3,2,4,0.0,0.4,0.4,0.2,1.9219,4,37.95,1303.4,48.5,1.0,0.0,159.9913,0.8,True
Node026,0,5,5,0.00462,0.2,0.2,0.2,2.3219,4,38.13,811.6,52.42,1.0,0.0,138.0754,0.8,False
Node046,2,3,3,0.03181,0.4,0.6,0.4,1.5219,5,120.9,962.4,65.95,1.0,0.2,741.4508,1.0,False
Node019_Sybil00,3,2,3,0.0,0.4,0.2,0.0,1.5219,4,71.86,600.6,63.26,1.0,0.0,319.3068,0.8,True
Node046,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,241.34,837.6,79.91,1.0,0.8,135.0688,1.0,False
Node026,1,4,4,0.0043,0.4,0.4,0.2,1.9219,5,124.2,1376.8,75.45,1.0,0.0,370.8169,1.0,False
Node006,1,4,4,0.02461,0.4,0.4,0.4,1.9219,5,101.12,1313.4,57.4,1.0,0.0,177.4298,1.0,False
Node046,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,225.03,731.2,75.39,1.0,0.0,9.4102,1.0,False
Node016,1,4,5,0.00225,0.2,0.4,0.2,2.3219,5,127.47,762.0,69.72,1.0,0.2,158.8271,1.0,False
Node022_Sybil01,4,1,4,0.0,0.4,0.6,0.0,1.9219,5,27.22,900.6,48.08,1.0,0.0,243.572,1.0,True
Node029_Sybil00,5,0,3,0.0,0.4,0.2,0.0,1.5219,5,23.25,1123.2,50.59,1.0,0.0,100.8482,1.0,True
Node022_Sybil01,3,2,3,0.03383,0.6,0.2,0.0,1.371,4,49.35,1111.2,62.58,1.0,0.0,101.6378,0.8,True
Node046,0,5,5,0.00318,0.2,0.2,0.0,2.3219,5,69.02,1725.0,52.74,1.0,0.0,654.5304,1.0,False
Node049_Sybil00,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,24.01,1059.4,47.41,1.0,0.0,29.9728,1.0,True
Node029_Sybil00,0,5,3,0.02341,0.6,0.0,0.0,1.371,5,78.09,1013.4,55.42,1.0,0.2,343.5979,1.0,True
Node032_Sybil01,2,3,4,0.00285,0.4,0.2,0.2,1.9219,5,29.69,975.4,55.83,1.0,0.0,103.5579,1.0,True
Node016,0,5,5,0.00174,0.2,0.2,0.2,2.3219,5,110.06,754.8,67.52,1.0,0.0,198.8875,1.0,False
Node049_Sybil00,3,2,3,0.02436,0.6,0.6,0.0,1.371,5,45.45,1034.2,49.06,1.0,0.0,210.0093,1.0,True
Node006,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,208.38,1076.8,76.59,1.0,0.2,80.6148,1.0,False
Node016,0,5,5,0.00094,0.2,0.4,0.2,2.3219,5,66.18,976.4,56.82,1.0,0.0,232.1432,1.0,False
Node016,2,3,3,0.00087,0.4,0.6,0.4,1.5219,5,97.29,990.8,67.03,1.0,0.2,272.261,1.0,False
Node042_Sybil01,4,1,3,0.04402,0.4,0.0,0.0,1.5219,5,41.14,872.6,59.71,1.0,0.0,374.6673,1.0,True
Node046,4,1,5,0.0,0.2,0.0,0.2,2.3219,5,183.94,767.4,79.68,1.0,0.0,198.083,1.0,False
Node036,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,176.69,1260.4,78.22,1.0,0.4,105.2709,1.0,False
Node036,4,1,5,0.00075,0.2,0.4,0.0,2.3219,5,183.25,844.4,69.89,1.0,0.4,162.9132,1.0,False
Node039_Sybil00,3,2,2,0.0,0.8,0.8,0.0,0.7219,5,28.11,1260.6,43.46,1.0,0.0,205.5841,1.0,True
Node036,0,5,5,0.02443,0.2,0.2,0.4,2.3219,5,74.51,1232.6,57.74,1.0,0.0,263.5756,1.0,False
Node002_Sybil01,1,4,4,0.00361,0.4,0.6,0.0,1.9219,5,75.65,1450.4,59.1,1.0,0.2,249.1114,1.0,True
Node036,3,2,5,0.0,0.2,0.2,0.2,2.3219,5,141.74,1223.8,71.07,1.0,0.2,556.3665,1.0,False
Node026,0,5,4,0.0027,0.4,0.4,0.2,1.9219,5,81.44,888.4,61.25,1.0,0.0,127.8808,1.0,False
Node039_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,31.72,1300.8,41.91,1.0,0.0,28.9097,1.0,True
Node026,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,170.17,1067.2,79.47,1.0,0.2,174.8476,1.0,False
Node009_Sybil00,1,4,2,0.02696,0.8,0.0,0.2,0.7219,5,82.13,1256.8,60.79,1.0,0.2,303.6926,1.0,True
Node036,2,3,4,0.03205,0.4,0.4,0.4,1.9219,5,99.67,1198.8,52.5,1.0,0.2,497.9375,1.0,False
Node036,0,5,4,0.00229,0.4,0.4,0.0,1.9219,5,53.98,1143.0,55.94,1.0,0.0,213.5791,1.0,False
Node029_Sybil00,3,2,5,0.00364,0.2,0.4,0.0,2.3219,5,36.72,948.0,41.68,1.0,0.0,80.2067,1.0,True
Node016,2,3,4,0.00344,0.4,0.4,0.0,1.9219,5,119.57,1652.2,55.5,1.0,0.2,229.0128,1.0,False
Node036,5,0,5,0.0,0.2,0.0,0.4,2.3219,4,176.85,1235.2,76.95,1.0,0.2,138.4588,0.8,False
Node032_Sybil01,2,3,3,0.00166,0.4,0.0,0.0,1.5219,4,57.28,1246.0,59.99,1.0,0.0,58.257,0.8,True
Node046,0,5,4,0.00359,0.4,0.0,0.6,1.9219,4,162.93,898.8,67.67,1.0,0.4,235.6226,0.8,False
Node036,1,4,4,0.02385,0.4,0.4,0.2,1.9219,5,156.25,1349.2,63.25,1.0,0.4,418.913,1.0,False
Node026,0,5,4,0.00201,0.4,0.4,0.2,1.9219,5,52.52,843.8,49.05,1.0,0.0,219.1837,1.0,False
Node046,0,5,5,0.00291,0.2,0.0,0.6,2.3219,5,79.72,1079.2,62.76,1.0,0.0,196.8079,1.0,False
Node006,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,195.0,1221.0,72.13,1.0,0.0,62.6369,1.0,False
Node006,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,171.22,1050.8,82.68,1.0,0.2,248.8963,1.0,False
Node022_Sybil01,3,2,4,0.0,0.4,0.6,0.4,1.9219,5,24.63,797.4,52.65,1.0,0.0,136.1304,1.0,True
Node029_Sybil00,1,4,4,0.00344,0.4,0.6,0.2,1.9219,5,70.6,1287.4,47.38,1.0,0.0,186.9072,1.0,True
Node046,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,182.09,1119.6,77.97,1.0,0.2,132.9675,1.0,False
Node012_Sybil01,5,0,3,0.0,0.6,0.0,0.2,1.371,5,22.46,977.0,52.87,1.0,0.0,80.5941,1.0,True
Node016,0,5,5,0.00225,0.2,0.2,0.0,2.3219,5,125.95,1231.2,62.14,1.0,0.4,624.898,1.0,False
Node042_Sybil01,0,5,5,0.00148,0.2,0.2,0.4,2.3219,5,87.51,1617.4,54.88,1.0,0.0,695.6137,1.0,True
Node039_Sybil00,5,0,2,0.0,0.8,0.8,0.2,0.7219,5,20.12,1188.2,52.53,1.0,0.0,162.7795,1.0,True
Node016,1,4,5,0.00305,0.2,0.2,0.4,2.3219,5,93.45,1099.4,55.1,1.0,0.0,150.9654,1.0,False
Node012_Sybil01,0,5,4,0.02381,0.4,0.4,0.2,1.9219,5,75.27,755.6,60.97,1.0,0.0,34.9774,1.0,True
Node046,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,230.93,1140.6,74.9,1.0,0.4,124.6646,1.0,False
Node039_Sybil00,3,2,4,0.0357,0.4,0.6,0.2,1.9219,4,25.4,1017.8,35.43,1.0,0.0,18.851,0.8,True
Node016,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,226.56,809.2,81.11,1.0,0.6,165.1975,1.0,False
Node016,4,1,5,0.0,0.2,0.2,0.4,2.3219,5,221.57,391.8,79.93,1.0,0.6,327.9311,1.0,False
Node016,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,231.68,1001.4,82.68,1.0,0.6,120.481,1.0,False
Node022_Sybil01,5,0,5,0.0,0.2,0.6,0.0,2.3219,5,32.56,1546.4,53.84,1.0,0.0,34.9232,1.0,True
Node022_Sybil01,5,0,5,0.0,0.2,0.6,0.0,2.3219,5,34.0,1145.4,58.1,1.0,0.0,39.0461,1.0,True
Node039_Sybil00,4,1,3,0.03421,0.4,0.4,0.4,1.5219,5,30.91,1088.4,44.04,1.0,0.0,82.8224,1.0,True
Node042_Sybil01,0,5,4,0.0035,0.4,0.4,0.2,1.9219,4,85.42,1332.6,61.38,1.0,0.2,370.3286,0.8,True
Node036,0,5,5,0.0022,0.2,0.0,0.2,2.3219,5,122.87,1402.6,63.46,1.0,0.2,255.7778,1.0,False
Node006,5,0,4,0.0,0.4,0.6,0.2,1.9219,5,171.41,1073.4,80.6,1.0,0.2,152.8201,1.0,False
Node036,4,1,5,0.00362,0.2,0.4,0.2,2.3219,5,176.48,1489.0,72.48,1.0,0.2,254.9353,1.0,False
Node036,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,189.05,1365.6,77.38,1.0,0.2,112.5466,1.0,False
Node006,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,208.8,802.6,75.61,1.0,0.6,54.343,1.0,False
Node042_Sybil01,1,4,4,0.0043,0.4,0.4,0.2,1.9219,5,102.98,870.4,56.56,1.0,0.0,128.1118,1.0,True
Node006,0,5,4,0.00414,0.4,0.6,0.0,1.9219,5,62.99,1063.0,51.38,1.0,0.0,260.7259,1.0,False
Node016,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,225.54,776.6,71.64,1.0,0.2,149.0881,1.0,False
Node016,0,5,3,0.00215,0.6,0.6,0.2,1.371,5,28.68,779.6,51.89,1.0,0.0,127.7038,1.0,False
Node019_Sybil00,3,2,2,0.00174,0.8,0.0,0.0,0.7219,5,30.02,1208.4,56.58,1.0,0.0,72.5906,1.0,True
Node006,4,1,4,0.02659,0.4,0.6,0.2,1.9219,5,173.05,1493.2,82.27,1.0,0.0,143.7353,1.0,False
Node019_Sybil00,5,0,3,0.0,0.4,0.0,0.2,1.5219,5,27.28,870.4,46.81,1.0,0.0,42.6972,1.0,True
Node032_Sybil01,2,3,5,0.0033,0.2,0.4,0.2,2.3219,5,48.86,905.4,48.94,1.0,0.0,404.2543,1.0,True
Node036,1,4,4,0.03131,0.4,0.0,0.0,1.9219,5,153.25,863.8,62.25,1.0,0.4,304.0075,1.0,False
Node049_Sybil00,0,5,3,0.00107,0.4,0.0,0.2,1.5219,5,97.07,886.4,68.04,1.0,0.0,456.6532,1.0,True
Node006,4,1,5,0.0035,0.2,0.0,0.4,2.3219,5,222.73,1226.4,75.7,1.0,0.2,44.1437,1.0,False
Node049_Sybil00,0,5,4,0.0035,0.4,0.4,0.0,1.9219,5,65.18,756.4,64.64,1.0,0.0,126.8546,1.0,True
Node049_Sybil00,2,3,5,0.00087,0.2,0.4,0.4,2.3219,4,101.47,1045.8,61.21,1.0,0.2,59.4278,0.8,True
Node016,3,2,5,0.00087,0.2,0.4,0.2,2.3219,4,217.51,1086.6,76.02,1.0,0.2,144.6111,0.8,False
Node032_Sybil01,1,4,4,0.03547,0.4,0.2,0.0,1.9219,5,112.8,842.8,67.23,1.0,0.2,420.475,1.0,True
Node036,1,4,4,0.03947,0.4,0.2,0.2,1.9219,5,135.25,1005.6,64.3,1.0,0.2,512.2647,1.0,False
Node039_Sybil00,5,0,2,0.0,0.8,0.8,0.2,0.7219,5,30.09,963.2,55.24,1.0,0.0,143.7773,1.0,True
Node006,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,209.48,1119.0,79.08,1.0,0.4,112.6668,1.0,False
Node012_Sybil01,0,5,5,0.02783,0.2,0.6,0.0,2.3219,5,44.32,1202.2,61.24,1.0,0.0,316.8728,1.0,True
Node026,0,5,5,0.02324,0.2,0.2,0.2,2.3219,5,134.03,1158.4,67.9,1.0,0.0,357.0362,1.0,False
Node026,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,185.23,1086.8,82.49,1.0,0.2,23.2947,1.0,False
Node029_Sybil00,0,5,5,0.00359,0.2,0.2,0.0,2.3219,4,167.38,913.0,78.79,1.0,0.4,434.395,0.8,True
Node002_Sybil01,0,5,5,0.00101,0.2,0.2,0.0,2.3219,4,74.1,541.0,65.38,1.0,0.0,209.274,0.8,True
Node046,1,4,4,0.02485,0.4,0.2,0.0,1.9219,5,57.44,756.0,54.51,1.0,0.0,110.9793,1.0,False
Node006,3,2,3,0.02575,0.4,0.0,0.0,1.5219,5,176.1,1531.4,77.2,1.0,0.2,167.6772,1.0,False
Node022_Sybil01,0,5,4,0.03617,0.4,0.0,0.6,1.9219,5,159.24,1318.2,67.59,1.0,0.4,40.908,1.0,True
Node016,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,235.28,1429.8,79.83,1.0,0.4,163.5689,1.0,False
Node049_Sybil00,0,5,3,0.00588,0.6,0.0,0.4,1.371,5,65.75,842.4,58.24,1.0,0.0,27.6703,1.0,True
Node026,2,3,3,0.00087,0.4,0.0,0.0,1.5219,5,115.6,1270.2,70.42,1.0,0.2,361.0856,1.0,False
Node016,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,188.62,1115.0,72.78,1.0,0.2,127.3225,1.0,False
Node036,0,5,4,0.00372,0.4,0.4,0.4,1.9219,5,101.85,644.2,65.59,1.0,0.2,166.2764,1.0,False
Node029_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,37.18,1298.0,51.27,1.0,0.0,83.9266,1.0,True
Node029_Sybil00,5,0,3,0.0,0.6,0.2,0.0,1.371,5,21.81,1500.4,46.15,1.0,0.0,11.2663,1.0,True
Node046,0,5,5,0.00076,0.2,0.6,0.2,2.3219,5,21.35,1657.2,48.64,1.0,0.0,170.6835,1.0,False
Node029_Sybil00,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,27.73,1009.2,46.72,1.0,0.0,129.3273,1.0,True
Node032_Sybil01,3,2,5,0.00348,0.2,0.2,0.2,2.3219,5,74.26,1390.8,64.38,1.0,0.2,152.4118,1.0,True
Node002_Sybil01,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,20.01,1026.4,44.41,1.0,0.0,40.0789,1.0,True
Node016,5,0,4,0.0,0.4,0.4,0.2,1.9219,5,168.5,716.0,73.32,1.0,0.0,145.8427,1.0,False
Node029_Sybil00,0,5,4,0.0027,0.4,0.2,0.4,1.9219,5,72.35,868.6,50.19,1.0,0.0,504.1336,1.0,True
Node006,1,4,5,0.0236,0.2,0.6,0.0,2.3219,5,109.94,1331.0,59.82,1.0,0.0,250.2727,1.0,False
Node006,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,147.35,1204.8,70.65,1.0,0.0,103.6491,1.0,False
Node026,4,1,4,0.0,0.4,0.2,0.2,1.9219,5,201.41,1006.6,85.63,1.0,0.4,145.3196,1.0,False
Node046,5,0,5,0.0,0.2,0.0,0.6,2.3219,5,191.77,1111.6,78.38,1.0,0.2,42.2457,1.0,False
Node019_Sybil00,0,5,4,0.00071,0.4,0.4,0.4,1.9219,5,71.49,750.2,53.76,1.0,0.0,73.646,1.0,True
Node006,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,165.16,1178.6,83.14,1.0,0.0,135.4263,1.0,False
Node036,0,5,3,0.00167,0.6,0.2,0.6,1.371,5,51.54,1168.6,49.03,1.0,0.0,323.2686,1.0,False
Node032_Sybil01,4,1,4,0.00361,0.4,0.2,0.2,1.9219,5,19.51,811.2,48.22,1.0,0.0,159.6894,1.0,True
Node016,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,222.31,1259.2,83.96,1.0,0.2,47.4698,1.0,False
Node049_Sybil00,0,5,4,0.00364,0.4,0.0,0.2,1.9219,5,101.12,1395.6,56.95,1.0,0.0,168.0655,1.0,True
Node039_Sybil00,0,5,4,0.0,0.4,0.4,0.0,1.9219,5,81.47,892.0,61.22,1.0,0.0,347.3704,1.0,True
Node012_Sybil01,0,5,3,0.00291,0.6,0.6,0.0,1.371,5,57.59,1461.8,56.0,1.0,0.0,95.418,1.0,True
Node006,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,221.78,988.0,72.03,1.0,0.4,66.0831,1.0,False
Node036,4,1,5,0.00205,0.2,0.0,0.4,2.3219,5,190.36,1518.4,77.09,1.0,0.6,115.5762,1.0,False
Node046,4,1,5,0.02871,0.2,0.4,0.2,2.3219,5,168.48,1237.4,77.34,1.0,0.4,92.0473,1.0,False
Node026,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,215.74,582.4,82.37,1.0,0.2,132.1377,1.0,False
Node039_Sybil00,5,0,2,0.0,0.8,0.8,0.0,0.7219,5,29.14,951.4,39.52,1.0,0.0,100.4278,1.0,True
Node019_Sybil00,3,2,4,0.0,0.4,0.2,0.4,1.9219,5,45.28,1130.6,52.63,1.0,0.0,301.9274,1.0,True
Node016,0,5,5,0.00112,0.2,0.2,0.0,2.3219,5,92.69,795.2,59.53,1.0,0.0,69.6066,1.0,False
Node002_Sybil01,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,27.75,654.6,44.02,1.0,0.0,96.7899,1.0,True
Node019_Sybil00,0,5,4,0.02262,0.4,0.4,0.2,1.9219,5,78.22,1010.0,59.4,1.0,0.2,538.2683,1.0,True
Node039_Sybil00,4,1,3,0.03343,0.4,0.6,0.0,1.5219,5,28.2,1163.2,50.88,1.0,0.0,37.6557,1.0,True
Node026,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,240.37,1408.0,80.78,1.0,0.4,173.2826,1.0,False
Node006,0,5,5,0.0,0.2,0.4,0.2,2.3219,5,69.23,1383.2,53.86,1.0,0.0,382.2209,1.0,False
Node012_Sybil01,3,2,4,0.00356,0.4,0.4,0.2,1.9219,5,55.3,1128.4,53.56,1.0,0.0,384.2057,1.0,True
Node026,0,5,4,0.00356,0.4,0.0,0.4,1.9219,5,43.14,868.8,59.94,1.0,0.0,416.4173,1.0,False
Node006,2,3,4,0.00327,0.4,0.6,0.2,1.9219,5,110.56,1297.6,73.26,1.0,0.0,198.2906,1.0,False
Node009_Sybil00,0,5,4,0.02293,0.4,0.0,0.4,1.9219,5,48.06,1012.4,59.85,1.0,0.0,317.9234,1.0,True
Node019_Sybil00,0,5,3,0.00164,0.6,0.6,0.2,1.371,5,27.33,906.4,54.11,1.0,0.0,183.5753,1.0,True
Node006,0,5,3,0.00357,0.4,0.2,0.4,1.5219,5,60.38,1302.0,67.04,1.0,0.0,130.7624,1.0,False
Node036,3,2,5,0.0,0.2,0.4,0.4,2.3219,5,147.24,1361.0,78.04,1.0,0.2,272.8951,1.0,False
Node036,0,5,4,0.03111,0.4,0.4,0.2,1.9219,5,36.99,1068.8,46.29,1.0,0.0,1.0174,1.0,False
Node026,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,250.85,1129.6,73.53,1.0,0.8,56.1698,1.0,False
Node006,2,3,4,0.00142,0.4,0.2,0.2,1.9219,5,101.25,1243.2,59.86,1.0,0.2,85.6681,1.0,False
Node046,1,4,5,0.0033,0.2,0.2,0.4,2.3219,4,206.53,1162.0,70.33,1.0,0.4,433.6069,0.8,False
Node009_Sybil00,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,39.6,913.8,50.62,1.0,0.0,198.6087,1.0,True
Node036,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,194.4,1322.4,84.46,1.0,0.2,77.6975,1.0,False
