node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,timing_entropy,latency_cv,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,findnode_ratio,enr_message_ratio,latency_spike_ratio,energy_variance,peer_overlap_ratio,degree_centrality,is_sybil
Node000,5,0,4,0.0,0.4,0.4,0.4,1.9219,1.1488,0.2,5,219.09,1298.6,79.57,1.0,0.2,0.2,0.4,114.2886,1.0,193,False
Node028_Sybil00,2,3,3,0.0,0.6,0.8,0.0,1.371,1.1488,1.2586,5,82.86,1062.6,52.9,1.0,0.0,0.0,0.2,101.2096,1.0,198,True
Node048_Sybil00,1,4,5,0.03319,0.2,0.0,0.4,2.3219,1.3788,0.7122,5,132.23,1240.0,62.27,1.0,0.2,0.4,0.2,439.1833,1.0,182,True
Node011_Sybil01,4,1,4,0.00044,0.4,0.0,0.2,1.9219,1.3788,1.1887,5,69.96,1015.2,54.86,1.0,0.2,0.4,0.0,119.867,1.0,186,True
Node003_Sybil00,0,5,5,0.0015,0.2,0.2,0.2,2.3219,1.3788,0.9313,5,105.72,731.4,59.29,1.0,0.2,0.4,0.2,382.2317,1.0,190,True
Node045,2,3,5,0.02667,0.2,0.6,0.0,2.3219,1.3788,0.8686,5,139.07,1145.2,64.0,1.0,0.0,0.0,0.4,802.6821,1.0,190,False
Node026_Sybil01,0,5,3,0.00043,0.6,0.6,0.0,1.371,1.3788,0.5165,4,25.81,832.2,43.66,1.0,0.0,0.2,0.0,6.2416,0.8,178,True
Node020,2,3,5,0.02399,0.2,0.2,0.6,2.3219,1.3788,0.7856,5,125.32,709.2,66.78,1.0,0.4,0.0,0.2,334.0409,1.0,188,False
Node030,5,0,4,0.0,0.4,0.4,0.0,1.9219,1.1488,0.3072,5,32.28,1377.4,51.15,1.0,0.0,0.0,0.0,154.0861,1.0,201,False
Node030,4,1,5,0.00173,0.2,0.4,0.2,2.3219,1.3788,0.7949,5,61.75,1204.8,57.38,1.0,0.2,0.0,0.0,537.939,1.0,201,False
Node000,0,5,4,0.00071,0.4,0.4,0.4,1.9219,1.5567,1.1038,5,102.54,901.8,56.18,1.0,0.2,0.2,0.2,145.2668,1.0,193,False
Node046_Sybil01,0,5,5,0.001,0.2,0.4,0.2,2.3219,1.4488,0.5353,5,57.67,988.4,54.78,1.0,0.2,0.0,0.0,176.4282,1.0,189,True
Node038_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,1.1488,0.564,5,28.37,510.6,51.19,1.0,0.4,0.4,0.0,185.9026,1.0,192,True
Node030,0,5,4,0.02733,0.4,0.6,0.2,1.9219,1.3788,0.9849,5,62.21,1246.8,62.07,1.0,0.0,0.2,0.0,217.5742,1.0,201,False
Node001_Sybil01,1,4,3,0.02193,0.4,0.8,0.0,1.5219,1.3788,1.1466,5,55.24,713.6,55.79,1.0,0.0,0.0,0.0,294.0909,1.0,205,True
Node020,2,3,4,0.00063,0.4,0.4,0.4,1.9219,1.4488,0.7498,5,136.36,1283.2,72.26,1.0,0.4,0.0,0.2,300.7635,1.0,188,False
Node045,2,3,5,0.024,0.2,0.4,0.2,2.3219,1.3788,0.7164,5,132.12,1535.6,63.21,1.0,0.2,0.0,0.2,420.4285,1.0,190,False
Node046_Sybil01,5,0,3,0.0,0.4,0.6,0.0,1.5219,1.1488,0.4712,5,29.99,1458.6,49.08,1.0,0.0,0.0,0.0,155.4219,1.0,189,True
Node043_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,1.1488,0.192,5,31.61,423.0,57.93,1.0,0.4,0.4,0.0,117.4663,1.0,173,True
Node030,0,5,5,0.00062,0.2,0.2,0.0,2.3219,1.3788,0.7044,4,142.54,1366.0,65.76,1.0,0.0,0.2,0.2,549.6858,0.8,201,False
Node013_Sybil00,1,4,4,0.02533,0.4,0.2,0.2,1.9219,1.3788,0.8657,5,66.12,610.6,61.14,1.0,0.2,0.2,0.0,363.3079,1.0,190,True
Node043_Sybil00,4,1,4,0.00082,0.4,0.0,0.2,1.9219,1.3788,0.4725,5,28.02,1157.2,55.07,1.0,0.2,0.2,0.0,166.8049,1.0,173,True
Node033_Sybil00,1,4,4,0.00087,0.4,0.6,0.2,1.9219,1.3788,0.8252,5,103.58,884.8,54.21,1.0,0.2,0.0,0.0,471.3863,1.0,181,True
Node025,5,0,4,0.0,0.4,0.0,0.6,1.9219,1.1488,0.178,5,195.07,1071.6,82.28,1.0,0.6,0.0,0.0,99.0067,1.0,193,False
Node030,5,0,5,0.0,0.2,0.6,0.0,2.3219,1.1488,0.2793,4,31.66,764.4,48.56,1.0,0.0,0.0,0.0,186.2771,0.8,201,False
Node010,4,1,5,0.0,0.2,0.2,0.0,2.3219,1.1488,0.1851,5,166.91,939.2,78.78,1.0,0.0,0.0,0.0,108.0156,1.0,179,False
Node035,5,0,5,0.0,0.2,0.0,0.2,2.3219,1.1488,0.2499,5,206.24,921.2,72.04,1.0,0.0,0.2,0.2,77.6626,1.0,179,False
Node043_Sybil00,5,0,1,0.0,1.0,0.0,0.0,0.0,1.1488,0.6815,5,22.98,1395.2,48.34,1.0,0.0,0.0,0.0,146.4929,1.0,173,True
Node038_Sybil00,5,0,3,0.0,0.6,0.0,0.2,1.371,1.1488,0.443,5,27.98,1297.2,43.84,1.0,0.2,0.2,0.0,144.7752,1.0,192,True
Node010,0,5,5,0.00112,0.2,0.2,0.0,2.3219,1.4488,0.3446,5,33.86,1235.8,52.88,1.0,0.0,0.2,0.0,89.9276,1.0,179,False
Node005,5,0,5,0.0,0.2,0.0,0.4,2.3219,1.1488,0.2514,5,152.63,1036.2,74.06,1.0,0.2,0.2,0.0,43.561,1.0,187,False
Node011_Sybil01,2,3,5,0.001,0.2,0.2,0.0,2.3219,1.4488,0.5199,5,22.59,1102.8,42.12,1.0,0.0,0.2,0.0,182.2752,1.0,186,True
Node015,0,5,3,0.00187,0.4,0.4,0.2,1.5219,1.5567,0.7457,5,128.19,905.6,68.0,1.0,0.2,0.4,0.2,189.9358,1.0,184,False
Node031_Sybil01,2,3,5,0.00112,0.2,0.4,0.4,2.3219,1.5567,0.6795,5,25.28,1065.6,42.6,1.0,0.2,0.2,0.0,113.2724,1.0,188,True
Node021_Sybil01,0,5,5,0.00126,0.2,0.2,0.2,2.3219,1.3788,0.4611,5,170.9,1104.0,70.3,1.0,0.0,0.2,0.0,399.3063,1.0,191,True
Node025,5,0,5,0.0,0.2,0.2,0.6,2.3219,1.1488,0.303,4,222.19,834.2,74.63,1.0,0.2,0.0,0.4,95.3952,0.8,193,False
Node010,5,0,4,0.0,0.4,0.2,0.4,1.9219,1.1488,0.2018,5,205.02,1474.6,85.64,1.0,0.2,0.0,0.2,71.7687,1.0,179,False
Node018_Sybil00,3,2,3,0.00122,0.4,0.0,0.6,1.5219,1.5567,0.4075,5,26.92,987.4,64.08,1.0,0.4,0.4,0.0,13.107,1.0,192,True
Node025,4,1,5,0.00043,0.2,0.2,0.4,2.3219,1.3788,0.5129,5,178.78,1320.4,74.4,1.0,0.2,0.0,0.2,229.0339,1.0,193,False
Node031_Sybil01,0,5,4,0.03263,0.4,0.2,0.4,1.9219,1.3788,0.8364,5,49.16,1167.8,56.29,1.0,0.4,0.0,0.0,112.7155,1.0,188,True
Node043_Sybil00,0,5,5,0.00241,0.2,0.2,0.4,2.3219,1.4488,0.8051,4,58.57,960.0,61.8,1.0,0.2,0.0,0.0,748.5165,0.8,173,True
Node011_Sybil01,5,0,3,0.0,0.4,0.0,0.4,1.5219,1.1488,0.2128,5,29.35,1172.6,44.84,1.0,0.4,0.4,0.0,101.8185,1.0,186,True
Node006_Sybil01,5,0,5,0.0,0.2,0.6,0.0,2.3219,1.1488,0.5357,5,32.51,1358.8,40.69,1.0,0.0,0.0,0.0,77.5134,1.0,193,True
Node015,3,2,4,0.00169,0.4,0.6,0.0,1.9219,1.3788,0.5869,5,176.41,1347.4,84.21,1.0,0.0,0.0,0.4,172.4063,1.0,184,False
Node025,5,0,5,0.0,0.2,0.0,0.4,2.3219,1.1488,0.2184,5,222.52,933.2,73.08,1.0,0.2,0.2,0.4,154.1691,1.0,193,False
Node003_Sybil00,4,1,4,0.02368,0.4,0.2,0.0,1.9219,1.3788,0.5072,5,22.51,1053.6,45.33,1.0,0.0,0.2,0.0,158.0582,1.0,190,True
Node025,5,0,4,0.0,0.4,0.6,0.0,1.9219,1.1488,0.1348,5,218.83,1070.8,78.59,1.0,0.0,0.0,0.4,100.9754,1.0,193,False
Node003_Sybil00,5,0,4,0.0,0.4,0.4,0.0,1.9219,1.1488,0.2868,5,24.82,861.2,38.52,1.0,0.0,0.0,0.0,26.1445,1.0,190,True
Node046_Sybil01,5,0,3,0.0,0.6,0.2,0.0,1.371,1.1488,0.3332,5,27.09,1384.6,55.92,1.0,0.0,0.0,0.0,96.5644,1.0,189,True
Node045,0,5,5,0.00164,0.2,0.2,0.2,2.3219,1.3788,0.6658,4,113.44,1175.0,69.02,1.0,0.2,0.2,0.0,427.0407,0.8,190,False
Node033_Sybil00,0,5,5,0.00071,0.2,0.0,0.4,2.3219,1.5567,1.1147,4,54.32,1510.0,58.23,1.0,0.2,0.2,0.0,273.7596,0.8,181,True
Node001_Sybil01,0,5,5,0.00071,0.2,0.0,0.2,2.3219,1.5567,1.2298,5,58.4,703.6,57.21,1.0,0.2,0.2,0.0,42.7091,1.0,205,True
Node003_Sybil00,0,5,4,0.0,0.4,0.4,0.2,1.9219,1.1488,0.6921,5,48.94,991.2,59.44,1.0,0.2,0.2,0.0,291.2199,1.0,190,True
Node036_Sybil01,5,0,2,0.0,0.6,0.6,0.4,0.971,1.1488,0.2551,5,25.05,951.0,49.14,1.0,0.0,0.0,0.0,54.2499,1.0,206,True
Node030,5,0,3,0.0,0.6,0.4,0.0,1.371,1.1488,0.6391,5,21.29,1136.8,48.73,1.0,0.0,0.0,0.0,88.6548,1.0,201,False
Node030,0,5,4,0.00129,0.4,0.6,0.0,1.9219,1.5567,0.8034,4,59.47,1276.4,62.68,1.0,0.0,0.2,0.0,549.4736,0.8,201,False
Node020,1,4,3,0.00053,0.4,0.4,0.6,1.5219,1.3788,0.8834,5,105.93,897.8,59.72,1.0,0.2,0.0,0.0,562.2213,1.0,188,False
Node043_Sybil00,4,1,3,0.00043,0.4,0.0,0.4,1.5219,1.3788,0.5641,5,19.51,1060.0,53.27,1.0,0.4,0.0,0.0,14.1622,1.0,173,True
Node045,0,5,4,0.02521,0.4,0.4,0.0,1.9219,1.3788,0.8891,5,97.98,1198.8,56.22,1.0,0.0,0.0,0.2,174.5504,1.0,190,False
Node028_Sybil00,0,5,3,0.00123,0.4,0.4,0.0,1.5219,1.5567,0.4075,5,27.11,917.8,50.33,1.0,0.0,0.0,0.0,72.3948,1.0,198,True
Node003_Sybil00,0,5,3,0.00192,0.4,0.2,0.0,1.5219,1.5567,1.0781,5,63.02,856.0,56.8,1.0,0.0,0.4,0.0,118.5489,1.0,190,True
Node001_Sybil01,1,4,4,0.02636,0.4,0.4,0.2,1.9219,1.3788,0.8507,5,56.83,1115.6,62.86,1.0,0.2,0.2,0.0,166.0923,1.0,205,True
Node041_Sybil01,4,1,3,0.00045,0.4,0.2,0.0,1.5219,1.3788,0.3371,4,32.68,1403.0,58.79,1.0,0.0,0.4,0.0,34.8748,0.8,192,True
Node003_Sybil00,1,4,4,0.00113,0.4,0.6,0.0,1.9219,1.5567,1.0504,5,95.54,1298.6,61.76,1.0,0.0,0.0,0.2,460.4083,1.0,190,True
Node036_Sybil01,5,0,3,0.0,0.6,0.6,0.2,1.371,1.1488,0.4586,5,22.15,1042.8,46.26,1.0,0.0,0.0,0.0,151.4131,1.0,206,True
Node000,0,5,2,0.00087,0.8,0.8,0.0,0.7219,1.3788,0.9265,5,131.08,1231.0,58.68,1.0,0.0,0.0,0.4,158.4856,1.0,193,False
Node033_Sybil00,0,5,4,0.00071,0.4,0.4,0.4,1.9219,1.5567,0.9461,5,108.51,1039.4,55.16,1.0,0.2,0.2,0.0,570.6643,1.0,181,True
Node025,0,5,5,0.02806,0.2,0.2,0.2,2.3219,1.3788,0.8801,5,48.46,795.0,53.1,1.0,0.2,0.2,0.0,197.3319,1.0,193,False
Node016_Sybil01,2,3,4,0.0,0.4,0.6,0.0,1.9219,1.1488,0.4009,4,30.19,650.2,44.61,1.0,0.0,0.0,0.0,73.1812,0.8,194,True
Node030,5,0,2,0.0,0.6,0.6,0.0,0.971,1.1488,0.546,5,16.99,911.8,57.84,1.0,0.0,0.0,0.0,98.7511,1.0,201,False
Node015,2,3,4,0.00123,0.4,0.2,0.4,1.9219,1.3788,0.6819,5,94.08,1065.8,64.32,1.0,0.4,0.2,0.0,122.6669,1.0,184,False
Node045,0,5,5,0.00083,0.2,0.4,0.2,2.3219,1.5567,0.9249,5,116.32,1231.2,58.06,1.0,0.0,0.0,0.2,201.4901,1.0,190,False
Node015,2,3,4,0.00163,0.4,0.4,0.4,1.9219,1.5567,0.7818,5,137.2,910.6,62.4,1.0,0.2,0.0,0.2,195.8412,1.0,184,False
Node021_Sybil01,5,0,4,0.0,0.4,0.4,0.0,1.9219,1.1488,0.4976,5,29.68,1229.2,53.11,1.0,0.0,0.0,0.0,227.4354,1.0,191,True
Node011_Sybil01,0,5,3,0.00043,0.6,0.6,0.2,1.371,1.3788,0.9778,5,114.32,1029.6,64.34,1.0,0.2,0.0,0.2,282.3055,1.0,186,True
Node045,2,3,5,0.00043,0.2,0.2,0.4,2.3219,1.3788,0.6136,5,132.54,1191.2,72.6,1.0,0.4,0.2,0.2,146.5657,1.0,190,False
Node046_Sybil01,5,0,4,0.0,0.4,0.6,0.0,1.9219,1.1488,0.4139,5,25.99,1285.4,54.92,1.0,0.0,0.0,0.0,25.9468,1.0,189,True
Node018_Sybil00,3,2,3,0.00043,0.6,0.2,0.0,1.371,1.3788,0.5428,4,23.34,794.2,59.19,1.0,0.0,0.2,0.0,66.4332,0.8,192,True
Node010,5,0,3,0.0,0.4,0.0,0.6,1.5219,1.1488,0.2222,5,173.17,1562.8,75.2,1.0,0.0,0.0,0.0,37.2421,1.0,179,False
Node040,0,5,5,0.00043,0.2,0.6,0.0,2.3219,1.3788,0.7859,5,87.56,1497.6,59.34,1.0,0.0,0.2,0.0,477.1905,1.0,198,False
Node008_Sybil00,0,5,3,0.00211,0.4,0.4,0.2,1.5219,1.3788,1.066,4,75.4,1295.2,48.91,1.0,0.2,0.4,0.0,75.5653,0.8,206,True
Node005,4,1,3,0.0,0.6,0.0,0.2,1.371,1.1488,0.1741,5,222.77,950.4,87.96,1.0,0.2,0.2,0.4,173.438,1.0,187,False
Node011_Sybil01,4,1,3,0.0278,0.6,0.0,0.8,1.371,1.3788,1.1319,5,55.99,1056.6,51.62,1.0,0.6,0.2,0.0,369.9045,1.0,186,True
Node011_Sybil01,2,3,4,0.02791,0.4,0.2,0.4,1.9219,1.3788,0.8353,5,59.58,1451.8,53.94,1.0,0.4,0.0,0.0,146.98,1.0,186,True
Node035,2,3,5,0.00071,0.2,0.4,0.2,2.3219,1.5567,0.7495,5,86.14,1105.4,68.08,1.0,0.0,0.0,0.0,268.7539,1.0,179,False
Node028_Sybil00,5,0,2,0.0,0.8,0.8,0.0,0.7219,1.1488,0.5164,5,23.5,1004.4,44.78,1.0,0.0,0.0,0.0,158.1168,1.0,198,True
Node041_Sybil01,5,0,2,0.0,0.6,0.0,0.6,0.971,1.1488,0.463,5,32.16,643.6,53.47,1.0,0.6,0.4,0.0,36.2208,1.0,192,True
Node048_Sybil00,5,0,4,0.0,0.4,0.6,0.0,1.9219,1.1488,0.3057,5,17.07,1072.6,52.92,1.0,0.0,0.0,0.0,145.131,1.0,182,True
Node031_Sybil01,5,0,3,0.0,0.4,0.4,0.4,1.5219,1.1488,0.496,5,23.92,1365.0,48.54,1.0,0.0,0.0,0.0,155.2492,1.0,188,True
Node020,0,5,3,0.02813,0.6,0.6,0.4,1.371,1.3788,0.602,5,171.36,1343.4,71.82,1.0,0.2,0.0,0.2,155.8782,1.0,188,False
Node020,3,2,4,0.0013,0.4,0.6,0.2,1.9219,1.3788,0.6494,5,144.61,1601.0,78.04,1.0,0.2,0.0,0.2,544.2122,1.0,188,False
Node036_Sybil01,2,3,4,0.00087,0.4,0.2,0.6,1.9219,1.3788,0.2334,4,41.96,1132.6,60.39,1.0,0.4,0.0,0.0,49.5649,0.8,206,True
Node010,5,0,5,0.0,0.2,0.4,0.2,2.3219,1.1488,0.2224,5,166.41,1120.0,84.44,1.0,0.2,0.0,0.0,40.3679,1.0,179,False
Node006_Sybil01,5,0,5,0.0,0.2,0.6,0.0,2.3219,1.1488,0.162,5,37.7,1179.2,48.7,1.0,0.0,0.0,0.0,126.598,1.0,193,True
Node020,4,1,4,0.00043,0.4,0.2,0.2,1.9219,1.3788,0.1688,5,241.2,1273.2,85.72,1.0,0.0,0.0,0.4,70.6943,1.0,188,False
Node010,4,1,4,0.00128,0.4,0.0,0.4,1.9219,1.3788,0.5331,5,206.42,1147.2,80.57,1.0,0.2,0.4,0.6,272.663,1.0,179,False
Node040,0,5,2,0.02691,0.8,0.8,0.0,0.7219,1.3788,0.9864,5,121.82,845.0,69.72,1.0,0.0,0.2,0.4,215.5968,1.0,198,False
Node026_Sybil01,3,2,2,0.00089,0.6,0.0,0.4,0.971,1.3788,0.4604,4,24.77,1197.4,51.79,1.0,0.4,0.0,0.0,123.9225,0.8,178,True
Node010,5,0,5,0.0,0.2,0.0,0.0,2.3219,1.1488,0.204,5,221.16,1076.2,79.54,1.0,0.0,0.2,0.4,161.6836,1.0,179,False
Node036_Sybil01,4,1,3,0.00087,0.6,0.6,0.4,1.371,1.3788,0.4857,5,22.92,860.4,57.45,1.0,0.2,0.0,0.0,81.1014,1.0,206,True
Node036_Sybil01,1,4,3,0.0013,0.4,0.8,0.0,1.5219,1.5567,0.856,5,68.49,1235.4,47.83,1.0,0.0,0.0,0.0,201.1599,1.0,206,True
Node001_Sybil01,4,1,5,0.0,0.2,0.6,0.0,2.3219,1.1488,0.5243,5,28.86,916.8,47.12,1.0,0.0,0.0,0.0,23.8668,1.0,205,True
Node030,4,1,4,0.00087,0.4,0.0,0.2,1.9219,1.3788,0.5457,5,23.9,1137.6,57.9,1.0,0.2,0.0,0.0,58.6187,1.0,201,False
Node000,0,5,3,0.00225,0.6,0.2,0.2,1.371,1.3788,0.841,4,99.57,1233.8,65.38,1.0,0.2,0.0,0.0,97.4037,0.8,193,False
Node010,3,2,5,0.0013,0.2,0.4,0.0,2.3219,1.4488,0.5443,5,159.33,1048.8,74.12,1.0,0.0,0.2,0.2,85.497,1.0,179,False
Node015,5,0,4,0.0,0.4,0.2,0.2,1.9219,1.1488,0.2314,5,237.3,1113.2,89.22,1.0,0.0,0.0,0.6,166.0687,1.0,184,False
Node041_Sybil01,1,4,4,0.02573,0.4,0.0,0.2,1.9219,1.3788,0.882,5,57.24,1134.2,64.37,1.0,0.2,0.0,0.0,259.2483,1.0,192,True
Node038_Sybil00,0,5,4,0.02553,0.4,0.6,0.0,1.9219,1.3788,0.6986,5,83.35,774.4,66.37,1.0,0.0,0.2,0.0,210.6239,1.0,192,True
Node008_Sybil00,0,5,5,0.00043,0.2,0.6,0.2,2.3219,1.3788,0.8722,5,41.99,808.4,56.57,1.0,0.0,0.2,0.0,295.8515,1.0,206,True
Node006_Sybil01,2,3,5,0.02185,0.2,0.4,0.2,2.3219,1.3788,1.5313,5,68.07,998.4,48.74,1.0,0.2,0.2,0.2,350.5594,1.0,193,True
Node048_Sybil00,5,0,4,0.0,0.4,0.8,0.0,1.9219,1.1488,0.3926,5,32.71,810.6,56.23,1.0,0.0,0.0,0.0,79.4842,1.0,182,True
Node033_Sybil00,5,0,3,0.0,0.4,0.6,0.0,1.5219,1.1488,0.2956,5,36.55,704.8,58.28,1.0,0.0,0.0,0.0,118.9614,1.0,181,True
Node010,3,2,5,0.02819,0.2,0.2,0.2,2.3219,1.3788,0.4469,5,211.85,1147.0,68.62,1.0,0.2,0.4,0.4,172.887,1.0,179,False
Node015,5,0,4,0.0,0.4,0.2,0.0,1.9219,1.1488,0.2007,4,205.7,1192.0,78.48,1.0,0.0,0.0,0.2,99.0627,0.8,184,False
Node005,0,5,4,0.00164,0.4,0.6,0.2,1.9219,1.3788,0.8568,4,50.42,1284.4,52.32,1.0,0.0,0.0,0.0,250.1591,0.8,187,False
Node005,0,5,3,0.00109,0.4,0.8,0.0,1.5219,1.3788,1.1294,5,65.75,1163.4,56.07,1.0,0.0,0.0,0.0,370.4835,1.0,187,False
Node040,0,5,4,0.0,0.4,0.2,0.2,1.9219,1.1488,0.9274,5,114.14,741.4,60.63,1.0,0.2,0.4,0.2,363.7855,1.0,198,False
Node045,4,1,5,0.02748,0.2,0.2,0.0,2.3219,1.3788,0.4956,5,182.93,1363.4,69.78,1.0,0.0,0.2,0.4,419.8216,1.0,190,False
Node026_Sybil01,5,0,2,0.0,0.6,0.0,0.6,0.971,1.1488,0.4545,5,22.9,1231.6,49.03,1.0,0.6,0.4,0.0,185.9207,1.0,178,True
Node036_Sybil01,5,0,3,0.0,0.4,0.4,0.2,1.5219,1.1488,0.5166,5,20.3,1460.6,42.98,1.0,0.0,0.0,0.0,126.6684,1.0,206,True
Node030,0,5,4,0.0245,0.4,0.6,0.2,1.9219,1.3788,1.0475,5,64.31,882.0,62.84,1.0,0.2,0.0,0.0,273.5854,1.0,201,False
Node020,0,5,4,0.00071,0.4,0.2,0.2,1.9219,1.5567,1.2381,5,65.12,1017.0,62.68,1.0,0.0,0.4,0.0,375.6964,1.0,188,False
Node000,5,0,4,0.0,0.4,0.6,0.0,1.9219,1.1488,0.3636,5,217.96,705.8,82.68,1.0,0.0,0.0,0.6,40.164,1.0,193,False
Node016_Sybil01,2,3,4,0.00083,0.4,0.4,0.2,1.9219,1.5567,0.9453,5,47.03,1003.6,61.55,1.0,0.2,0.0,0.0,379.6043,1.0,194,True
Node023_Sybil00,0,5,4,0.02456,0.4,0.4,0.6,1.9219,1.3788,0.7612,5,100.39,653.2,71.74,1.0,0.4,0.0,0.0,189.2104,1.0,196,True
Node008_Sybil00,0,5,4,0.00108,0.4,0.2,0.2,1.9219,1.5567,1.059,5,66.87,1218.0,52.71,1.0,0.2,0.0,0.0,174.0653,1.0,206,True
Node000,2,3,5,0.02268,0.2,0.0,0.2,2.3219,1.3788,0.8375,5,80.85,1349.2,68.68,1.0,0.2,0.0,0.0,175.1342,1.0,193,False
Node000,3,2,4,0.02774,0.4,0.0,0.2,1.9219,1.3788,0.1453,4,246.62,1367.0,82.49,1.0,0.0,0.0,0.6,118.3893,0.8,193,False
Node035,0,5,4,0.00087,0.4,0.6,0.0,1.9219,1.3788,0.7279,5,131.26,1067.6,72.05,1.0,0.0,0.2,0.0,157.7016,1.0,179,False
Node048_Sybil00,5,0,3,0.0,0.6,0.2,0.0,1.371,1.1488,0.4139,5,23.42,1327.8,55.96,1.0,0.0,0.0,0.0,79.6877,1.0,182,True
Node025,3,2,5,0.00063,0.2,0.4,0.0,2.3219,1.4488,0.6332,5,132.95,755.2,75.44,1.0,0.0,0.2,0.0,104.4616,1.0,193,False
